1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,QC_1-00005,QC_2-00003,QC_3-00004,B_1,B_2,B_3,features
0.9444,0.9764,0.8937,0.7618,0.9115,0.7312,1.2054,0.963,1.3515,1.4724,0.7129,0.9995,1.193,0.5377,0.6811,0.5479,0.6298,0.5353,0.4033,0.3412,0.5247,NA,NA,NA,NA,NA,NA,PC.18.1.20.2.
7.2727,7.4686,7.364,5.2207,5.8474,5.2407,7.5708,6.8015,8.1353,9.2691,4.2513,6.1818,7.6187,3.8971,3.1392,3.1124,3.6599,2.9616,3.5423,2.7713,3.4398,NA,NA,6.3402,NA,NA,NA,PC.18.1.20.3.
6.9655,6.3297,5.9412,6.064,4.0259,3.3105,5.3213,5.7174,4.9123,7.5927,3.5635,4.7939,4.6166,12.1619,12.6191,13.5099,11.5514,11.8479,12.1891,12.068,12.6257,17.0552,18.1903,18.1091,NA,NA,NA,PC.18.1.20.4.
1.964,2.0677,1.8823,1.6089,0.597,0.5087,0.6853,1.6457,1.8983,2.5271,0.5172,0.6933,1.4552,NA,NA,0.5732,0.3364,NA,0.3658,NA,NA,NA,NA,NA,NA,NA,NA,PC.18.1.20.5.
NA,NA,NA,NA,NA,NA,0.1713,NA,NA,0.1448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PC.18.1.22.2.
0.6647,0.5971,NA,NA,NA,NA,NA,0.7607,NA,0.9632,0.4474,0.6929,0.7629,NA,NA,NA,NA,NA,NA,NA,0.4691,NA,NA,NA,NA,NA,NA,PC.18.1.22.4.
0.9892,1.163,1.0154,1.2342,NA,NA,0.8822,1.1651,0.9044,1.3134,0.6574,0.8441,0.8073,0.6965,NA,0.9644,0.7078,0.6851,0.7552,0.7652,1.0833,NA,NA,NA,NA,NA,NA,PC.18.1.22.5.
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2418,3.5222,2.6834,2.9298,2.2897,2.3385,2.3289,2.8184,NA,NA,NA,NA,NA,NA,PC.18.1.22.6.
6.9778,6.6317,6.0354,4.8548,3.918,3.5017,4.9986,5.8427,6.9618,8.3115,3.0995,3.8058,6.2266,1.4237,1.3561,1.3428,1.3395,1.2675,1.6354,1.1276,1.6795,6.8223,7.4667,5.234,NA,NA,NA,PC.18.2.16.1.
0.264,0.2477,0.3294,0.2641,0.1509,0.1264,0.1718,0.2794,0.2385,0.342,0.1116,0.1377,0.241,NA,0.128,NA,NA,NA,NA,0.0842,NA,9.9342,11.7704,10.3875,NA,NA,NA,PC.18.2.18.2.
0.4745,0.5281,0.5072,0.4186,0.41,0.3162,0.4482,0.5002,0.5016,0.5579,0.3041,0.3165,0.4725,0.2845,NA,NA,NA,NA,0.2091,NA,NA,NA,NA,NA,NA,NA,NA,PC.18.2.20.3.
0.5153,0.4211,NA,0.3929,0.2913,NA,NA,0.5087,0.47,0.4735,0.2416,0.3719,0.3255,0.5311,0.8097,0.7648,0.6575,0.712,0.578,0.5903,0.706,5.9329,6.6379,6.9581,NA,NA,NA,PC.18.2.20.4.
0.31,0.232,0.3071,0.2567,0.2404,0.2611,0.1983,0.2122,0.3084,0.2325,0.1356,0.177,0.1668,NA,NA,NA,NA,NA,NA,NA,0.1284,NA,NA,NA,NA,NA,NA,PC.20.0.16.1.
0.5591,0.3388,0.7356,0.4621,0.459,0.5011,0.3777,0.3731,0.5641,0.4288,0.1783,0.2892,0.327,0.3151,0.5098,0.4732,0.4323,0.4235,0.3212,0.3391,0.4313,NA,NA,NA,NA,NA,NA,PC.20.0.18.1.
NA,0.2076,0.2286,NA,0.1674,NA,0.2881,0.1923,0.2421,0.1738,0.1388,0.1838,0.2852,0.1477,NA,0.1809,NA,0.2566,NA,NA,0.354,NA,NA,NA,NA,NA,NA,PE.14.0.16.1.
1.3,1.0575,1.16,0.7873,1.0312,1.0005,1.5241,1.0865,1.4551,1.5086,0.7557,1.065,1.409,1.4999,1.41,1.2499,1.2905,1.9677,1.2067,1.0702,2.9594,NA,NA,NA,NA,NA,NA,PE.14.0.18.1.
0.1346,NA,NA,NA,NA,NA,NA,NA,0.2278,0.1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PE.14.0.20.3.
NA,NA,NA,NA,NA,NA,0.318,0.2104,NA,0.2751,0.1699,0.2775,NA,0.2658,0.3585,0.4039,0.4115,0.4259,0.448,0.2881,0.5066,NA,NA,NA,NA,NA,NA,PE.14.0.20.4.
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8466,0.8167,NA,1.03,NA,NA,1.0222,1.1674,NA,NA,NA,NA,NA,NA,PE.14.0.22.6.
NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3509,0.2157,NA,0.3785,0.9203,0.5517,0.7088,0.7026,0.8693,0.65,0.523,1.1272,NA,NA,NA,NA,NA,NA,PE.15.0.16.1.
1.3848,1.6432,1.1166,0.764,0.878,1.1259,1.6452,1.1183,1.7769,2.2789,1.0608,1.4231,1.3765,4.4629,2.7644,3.1467,2.9706,3.6572,3.4624,3.5699,5.2902,NA,NA,NA,NA,NA,NA,PE.15.0.18.1.
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5502,NA,0.3333,NA,0.3289,0.2907,NA,0.5344,NA,NA,NA,NA,NA,NA,PE.15.0.18.2.
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4206,0.9866,1.1533,0.957,1.1294,0.8497,1.102,1.548,NA,NA,NA,NA,NA,NA,PE.15.0.20.4.
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.822,0.6328,0.72,0.6306,1.0057,0.5863,0.7008,1.1121,NA,NA,NA,NA,NA,NA,PE.15.0.22.6.
0.1708,0.2383,0.2677,NA,NA,NA,0.2093,0.1755,0.2562,0.2627,0.1371,0.1955,0.2488,0.1372,NA,NA,NA,NA,NA,NA,0.3112,NA,NA,NA,NA,NA,NA,PE.16.0.14.0.
0.3266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1124,0.7964,0.76,0.7302,0.8223,1.1003,0.8836,1.2324,NA,NA,NA,NA,NA,NA,PE.16.0.15.0.
0.7902,0.6791,0.6614,0.6573,0.7091,0.5514,0.8814,0.7935,0.9362,1.0566,0.5908,0.6689,0.9547,0.6908,0.5002,0.6137,0.6619,0.7277,0.7927,0.6365,0.687,NA,NA,NA,NA,NA,NA,PE.16.0.16.0.
5.521,4.7117,4.5686,3.1346,4.5651,3.8648,5.2369,4.6615,6.516,6.3667,3.7445,4.1147,5.98,4.6856,3.6305,3.9852,4.7167,4.6913,5.0098,4.2478,5.2102,NA,NA,NA,NA,NA,NA,PE.16.0.16.1.
0.5533,0.6587,NA,NA,0.3176,NA,0.5288,0.3469,0.502,0.4789,0.3476,NA,0.5639,0.8131,0.5679,0.7037,0.5587,0.7309,0.565,0.6652,0.9543,NA,NA,NA,NA,NA,NA,PE.16.0.17.0.
41.7915,33.8065,34.2743,26.542,34.1592,27.7122,40.3419,35.7476,43.3414,47.2559,25.4962,32.265,41.1778,62.7615,52.692,55.3615,62.8381,56.8573,57.7539,52.9729,59.5553,1.2621,1.0338,1.4294,NA,NA,NA,PE.16.0.18.1.
2.1772,2.0924,1.8707,1.4868,1.6848,1.4026,1.4812,1.6494,2.1074,2.2893,1.0457,1.4193,1.8449,1.9957,1.8466,1.7609,1.7945,1.87,1.8178,1.5022,1.927,2.1025,1.6697,1.9679,NA,NA,NA,PE.16.0.18.2.
0.3515,NA,0.2396,NA,0.2731,0.1811,0.2243,0.2151,0.5433,0.4142,0.2063,0.2508,0.3032,0.6643,0.4689,0.4132,0.3707,0.3664,0.6077,0.4016,0.4955,NA,NA,NA,NA,NA,NA,PE.16.0.18.3.
0.677,0.6888,0.6514,0.4797,0.7184,0.5285,0.7706,0.5646,0.7436,0.8422,0.4446,0.4933,0.9226,NA,NA,NA,NA,NA,NA,NA,0.1756,NA,NA,NA,NA,NA,NA,PE.16.0.20.1.
1.3564,1.0813,1.0083,0.6405,1.0727,0.9139,1.09,0.9429,1.2942,1.549,0.7046,0.8229,1.3542,0.4797,0.4022,0.2931,0.428,0.2733,0.3683,0.3022,0.3749,NA,NA,NA,NA,NA,NA,PE.16.0.20.2.
7.5009,8.0333,7.0179,4.9422,7.2,4.2142,9.7714,8.172,6.995,8.6894,5.026,4.7717,5.9903,9.2458,6.8331,7.2207,6.675,5.4324,7.8993,5.9391,9.0511,NA,NA,NA,NA,NA,NA,PE.16.0.20.3.
11.5308,10.7293,8.5871,8.7717,8.573,6.4033,11.2489,8.8888,10.7702,13.4892,6.3334,8.7227,7.8954,66.63,63.1603,61.0373,66.4192,58.6167,63.6736,57.442,58.9909,2.0969,NA,3.3682,NA,NA,NA,PE.16.0.20.4.
0.7616,NA,NA,NA,NA,NA,0.7181,0.9224,NA,NA,0.487,NA,NA,NA,NA,NA,0.3242,NA,NA,0.2762,NA,NA,NA,NA,NA,NA,NA,PE.16.0.20.5.
0.4413,0.2954,0.2727,0.288,0.3606,NA,0.4372,0.338,0.3585,0.3747,0.2204,0.2418,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PE.16.0.22.2.
2.6454,2.5546,2.0075,2.1338,1.9017,1.343,2.4496,2.0793,2.2959,3.1629,1.6332,2.0227,1.7135,0.9155,0.9179,0.6801,0.9115,1.0278,1.2439,0.9992,1.2332,NA,NA,NA,NA,NA,NA,PE.16.0.22.4.
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3069,NA,NA,NA,NA,NA,5.2207,NA,NA,NA,NA,NA,NA,NA,PE.16.0.22.5.
1.9544,NA,2.0396,NA,1.885,NA,NA,NA,2.5173,3.51,1.7568,NA,2.0021,17.7791,19.545,16.5671,17.2914,NA,21.3312,24.1675,22.8567,NA,NA,NA,NA,NA,NA,PE.16.0.22.6.
0.4691,0.5547,0.4546,NA,NA,NA,0.5721,NA,0.6859,0.7211,0.4715,NA,0.7091,1.166,1.115,1.1467,0.946,1.2687,1.0918,1.0309,1.5931,NA,NA,NA,NA,NA,NA,PE.17.0.16.1.
2.9109,3.3176,2.6798,1.8902,2.6545,2.8554,4.4508,2.8895,3.8281,4.5474,2.4465,3.3385,3.6358,11.9591,8.8739,8.88,9.0723,7.9801,8.3905,7.8457,10.9711,NA,NA,NA,NA,NA,NA,PE.17.0.18.1.
0.3768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3887,NA,NA,0.4426,NA,0.3588,0.3859,0.3081,NA,NA,NA,NA,NA,NA,PE.17.0.18.2.
NA,NA,NA,NA,NA,NA,NA,NA,0.3266,NA,NA,NA,NA,0.3971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PE.17.0.20.2.
1.1361,1.3356,0.9331,0.7577,0.6602,0.8186,1.1825,0.9651,1.3719,1.5842,0.8077,1.2227,1.1262,5.0883,2.9391,3.46,3.1919,2.7018,2.9908,2.8184,4.2457,NA,NA,NA,NA,NA,NA,PE.17.0.20.3.
1.7635,2.2048,1.1585,0.8135,0.8916,1.242,1.4542,1.0332,1.705,2.1053,0.966,1.6308,1.2305,23.8914,17.7273,20.96,19.0077,16.947,16.5941,17.6262,23.4902,NA,NA,NA,NA,NA,NA,PE.17.0.20.4.
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3276,NA,NA,NA,NA,0.2502,NA,0.5932,NA,NA,NA,NA,NA,NA,PE.17.0.22.5.
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.023,0.9763,0.8267,0.9238,0.8161,0.7859,0.8074,1.1121,NA,NA,NA,NA,NA,NA,PE.17.0.22.6.
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PE.18.0.14.0.
0.3894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6656,0.6004,0.5193,0.697,NA,0.7435,0.6043,0.9769,NA,NA,NA,NA,NA,NA,PE.18.0.15.0.
1.2541,1.1027,1.1257,0.9631,1.11,0.7539,1.2606,1.0818,1.3535,1.5241,0.8013,1.0562,1.2077,1.585,1.3884,1.4904,1.5571,1.4519,1.4343,1.2503,1.4122,NA,NA,NA,NA,NA,NA,PE.18.0.16.0.
1.977,1.5264,1.4029,1.0876,1.3927,1.293,1.7136,1.3854,2.0543,2.1808,1.0667,1.5612,1.9374,1.1836,0.9033,0.8241,1.1167,0.9927,1.1209,0.9626,1.04,NA,NA,NA,NA,NA,NA,PE.18.0.16.1.
0.5313,NA,NA,0.3013,NA,NA,0.7345,0.4655,0.6395,0.8158,0.341,0.7126,0.6179,0.7729,0.6166,0.68,0.5809,0.7048,0.5863,0.6957,1.0046,NA,NA,NA,NA,NA,NA,PE.18.0.17.0.
0.7484,0.6144,0.6171,0.5694,0.5365,0.5267,0.7682,0.58,0.7035,0.8837,0.4184,0.56,0.6668,2.7616,2.1138,2.0915,2.356,2.1249,2.0181,1.9676,2.1221,0.7905,0.65,0.6175,NA,NA,NA,PE.18.0.18.0.
32.6753,28.1731,27.7143,23.7406,25.8239,21.1417,35.1,26.1257,30.1006,35.9789,18.2896,25.0714,29.092,24.1108,18.4199,21.0956,25.6571,21.9552,20.0055,19.0922,25.1894,3.4456,3.9,3.7164,NA,NA,NA,PE.18.0.18.1.
4.513,3.2067,2.841,2.3751,2.7455,2.4974,2.9451,3.0085,3.6668,4.4255,1.7597,2.3823,3.4667,1.246,1.0054,1.0362,0.9783,0.812,1.0227,0.7333,1.0757,8.9716,7.3945,9.405,NA,NA,NA,PE.18.0.18.2.
1.9748,NA,1.05,0.8825,1.0925,1.192,1.3814,1.1408,3.371,2.1246,1.0613,1.3337,1.5377,1.7143,1.1676,1.0104,1.0071,0.8293,1.6387,0.8622,1.1009,NA,NA,NA,NA,NA,NA,PE.18.0.18.3.
0.5044,0.443,0.4429,0.4394,0.4681,0.4509,0.5343,0.4768,0.65,0.6181,0.3195,0.4062,0.6542,0.1582,NA,0.1578,0.1929,NA,NA,0.17,NA,NA,NA,NA,NA,NA,NA,PE.18.0.20.1.
6.0526,4.2921,3.9,2.8745,4.2515,3.7827,4.9009,3.7561,4.5325,5.6524,2.6565,2.8773,4.3556,0.8867,0.6542,0.8264,0.654,0.7886,0.7692,0.6378,0.8452,NA,NA,NA,NA,NA,NA,PE.18.0.20.2.
72.844,72.8444,65.8552,46.6178,62.856,36.1299,91.4912,76.5761,63.6773,79.4099,42.3766,42.7646,50.871,21.9518,17.5868,16.4586,17.125,14.3431,20.7701,14.7656,24.1489,NA,NA,NA,NA,NA,NA,PE.18.0.20.3.
52.1238,46.9476,41.5337,44.0884,37.4321,26.9508,50.6466,41.1157,46.1478,57.4546,27.6878,36.5273,34.5872,55.2055,54.1824,49.7563,54.0769,51.8222,52.3926,49.1614,50.0637,8.1596,NA,14.3934,NA,NA,NA,PE.18.0.20.4.
3.6018,NA,NA,NA,NA,NA,2.6828,3.6739,NA,NA,1.6595,NA,NA,0.3072,NA,NA,0.3832,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,PE.18.0.20.5.
0.4404,0.3953,0.2607,0.2328,0.3569,0.3372,0.4113,0.2484,0.2886,0.3518,0.1752,0.2713,0.2708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PE.18.0.22.2.
2.633,2.1231,1.8262,1.6808,1.5547,1.3806,2.2459,1.8062,2.0756,2.8345,1.2536,1.5182,1.6459,0.2568,NA,NA,0.3077,0.4094,0.4237,0.3734,0.3307,NA,NA,NA,NA,NA,NA,PE.18.0.22.4.
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8776,NA,NA,NA,NA,NA,1.4833,NA,NA,NA,NA,NA,NA,NA,PE.18.0.22.5.
1.7796,NA,1.9835,NA,1.9142,NA,NA,NA,2.5173,4.3179,1.3937,NA,2.7737,3.5914,4.395,3.8857,5.3258,NA,5.3538,6.0771,6.728,NA,NA,NA,NA,NA,NA,PE.18.0.22.6.
0.6392,0.6629,0.6086,0.5237,0.4774,0.6553,0.7263,0.3796,0.7329,0.6046,0.355,0.6471,0.7353,4.8698,3.4688,3.9376,4.031,2.3315,2.0274,1.7016,2.4037,NA,NA,NA,NA,NA,NA,PE.18.1.14.1.
19.1035,16.5637,13.8429,10.0485,14.5572,13.7892,20.571,15.1611,21.0809,21.7311,12.3745,15.8496,19.4776,42.0467,31.2949,31.9214,37.7738,32.5707,33.7011,30.047,35.8214,NA,NA,NA,NA,NA,NA,PE.18.1.16.1.
50.9468,40.6622,40.1329,29.8963,40.1135,35.8909,57.0375,41.7198,55.2941,60.4809,30.2347,40.0359,51.3654,55.1996,39.6996,41.7753,52.344,40.7451,44.6943,41.2615,46.3335,0.5779,0.548,0.486,NA,NA,NA,PE.18.1.18.1.
8.6984,7.1768,6.0688,4.3956,5.7667,5.0192,6.5,6.4409,8.3742,9.5706,3.7267,4.6365,7.9593,5.6859,4.1521,4.6469,4.889,4.1967,4.914,3.94,5.1754,1.177,1.0853,1.3421,NA,NA,NA,PE.18.1.18.2.
1.3444,NA,0.8224,0.6249,0.8877,0.956,1.1811,0.7954,2.4492,1.744,0.72,0.9119,1.2934,1.2095,0.8335,0.5717,0.7371,0.5754,1.079,0.5858,0.7929,NA,NA,NA,NA,NA,NA,PE.18.1.18.3.
1.6183,1.2774,1.48,0.9961,1.4437,1.2366,2.0165,1.4305,1.7574,1.8042,0.9112,1.152,1.9039,0.3598,0.2652,0.3331,0.3643,0.2614,0.3004,0.3247,0.3166,NA,NA,NA,NA,NA,NA,PE.18.1.20.1.
4.6328,3.4048,3.2627,2.1349,3.5576,3.5237,4.4867,3.0676,3.8417,4.4118,2.3061,2.6239,3.7917,1.2688,0.8667,0.8582,0.9624,0.6988,0.8753,0.7267,1.048,NA,NA,NA,NA,NA,NA,PE.18.1.20.2.
34.4257,36.1778,31.7503,21.8,32.708,20.0845,52.5831,37.8856,32.7664,41.4667,21.787,22.8177,27.1097,17.3639,12.1421,11.7862,13.1889,8.9029,14,10.898,16.7362,NA,NA,NA,NA,NA,NA,PE.18.1.20.3.
41.6371,37.4672,31.7793,30.9374,32.153,23.9157,48.4153,33.3157,39.9342,53.0018,24.1565,31.9909,31.7327,98.7943,82.877,79.9108,94.1615,72.7111,84.1173,77.8479,78.1689,NA,NA,2.4582,NA,NA,NA,PE.18.1.20.4.
3.877,NA,NA,NA,NA,NA,3.1136,4.0315,NA,NA,2.0491,NA,NA,0.6143,NA,NA,0.6489,NA,NA,0.5229,NA,NA,NA,NA,NA,NA,NA,PE.18.1.20.5.
0.176,0.2048,0.181,NA,NA,NA,0.2462,NA,0.2421,0.1816,NA,NA,0.2384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PE.18.1.22.1.
0.7469,0.714,0.4661,0.305,0.4976,0.5767,0.7737,0.4239,0.6238,0.706,0.3655,0.4488,0.6564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PE.18.1.22.2.
4.2838,3.7808,3.2146,3.1515,2.6439,2.1649,5.0399,3.7471,4.1644,5.85,2.4225,3.2136,3.0453,0.7519,0.587,0.6224,0.6385,0.8389,0.8744,0.8747,0.9151,NA,NA,NA,NA,NA,NA,PE.18.1.22.4.
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8817,NA,NA,NA,NA,NA,3.7633,NA,NA,NA,NA,NA,NA,NA,PE.18.1.22.5.
4.5683,NA,4.2851,NA,4.0137,NA,NA,NA,6.0273,8.6496,3.3378,NA,5.4461,17.9288,19.515,16.8834,17.6548,NA,21.5129,20.3614,21.8798,NA,NA,NA,NA,NA,NA,PE.18.1.22.6.
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PE.18.2.14.1.
1.8672,1.6302,1.2049,1.1056,1.0424,1.3538,1.3518,1.1613,1.4778,1.5536,0.8459,1.0704,1.3223,2.2096,1.8211,1.8944,1.8609,1.8114,1.9153,1.48,1.927,NA,NA,NA,NA,NA,NA,PE.18.2.16.1.
0.1885,NA,0.1392,0.1885,0.118,NA,NA,0.1439,0.1647,0.2033,NA,0.1014,0.1338,0.1682,0.1086,0.1204,0.1091,0.0976,0.1425,0.1037,0.1485,NA,NA,NA,NA,NA,NA,PE.18.2.18.2.
NA,NA,NA,NA,NA,NA,NA,0.1265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PE.18.2.20.1.
0.2075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PE.18.2.20.2.
1.1112,NA,0.6491,0.5013,0.8609,0.68,0.9192,0.6118,1.6432,1.1127,0.5831,0.6475,0.8177,0.7357,0.4934,0.3991,0.3707,0.2443,0.5143,0.3402,0.3696,NA,NA,NA,NA,NA,NA,PE.18.2.20.3.
1.1927,1.0445,0.8534,0.8404,0.8696,0.8702,1.3485,0.9978,1.1369,1.424,0.7565,0.9636,0.7713,4.2358,3.5297,2.9211,3.7731,2.8056,3.3754,2.8144,3.2245,NA,NA,NA,NA,NA,NA,PE.18.2.20.4.
NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2434,NA,NA,0.2176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PE.18.2.22.4.
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PE.18.2.22.5.
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8612,1.86,1.6734,1.9151,NA,1.6355,1.7751,1.7696,NA,NA,NA,NA,NA,NA,PE.18.2.22.6.
0.3614,0.3166,0.3171,NA,0.3198,NA,0.389,0.3046,0.3344,0.3033,0.2062,0.2699,0.3606,0.3824,0.2695,0.253,0.3167,0.3709,0.3544,0.2774,0.3875,NA,NA,NA,NA,NA,NA,PE.O.16.0.16.0.
0.2751,0.2757,0.2857,NA,0.2433,0.2584,0.3758,0.2538,0.3825,0.2955,0.186,0.2408,0.4585,0.8151,0.6942,0.6813,0.6976,0.6147,0.6155,0.5838,0.6729,NA,NA,NA,NA,NA,NA,PE.O.16.0.16.1.
NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1417,NA,NA,NA,0.2555,0.2156,0.1846,0.2286,NA,0.1735,0.1863,0.2473,NA,NA,NA,NA,NA,NA,PE.O.16.0.18.0.
1.9446,1.6719,1.9629,1.538,1.9697,1.3634,1.9229,2.1516,2.7337,2.9091,1.2442,1.715,2.5665,9.1487,6.9614,7.2013,8.2452,6.8321,6.9327,6.7505,7.6725,NA,NA,NA,NA,NA,NA,PE.O.16.0.18.1.
NA,NA,NA,NA,NA,NA,NA,0.1056,0.1657,0.1599,NA,NA,0.216,0.3738,0.3697,0.2956,0.3162,NA,0.3098,0.2082,0.3041,NA,NA,NA,NA,NA,NA,PE.O.16.0.18.2.
0.329,0.2145,0.3086,NA,0.2873,0.2448,0.3669,0.3131,0.4146,0.4906,NA,0.2169,0.4503,NA,NA,NA,0.1178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PE.O.16.0.20.1.
0.4079,NA,0.3488,0.2076,0.4061,NA,0.3611,0.352,0.4547,0.425,0.2054,0.2296,0.4748,NA,NA,NA,NA,NA,0.0939,NA,NA,NA,NA,NA,NA,NA,NA,PE.O.16.0.20.2.
1.2697,1.4444,1.5476,1,1.62,0.8539,2.0135,1.8469,1.8218,2.105,1.0909,1.0903,1.329,0.8964,0.5686,0.6793,0.6,0.6204,0.7129,0.6278,0.7787,NA,NA,NA,NA,NA,NA,PE.O.16.0.20.3.
1.0771,1.0162,0.8224,0.9586,0.8696,0.5855,1.1302,0.8266,0.9386,1.3369,0.5763,0.8364,0.8547,5.0135,4.4673,4.2054,4.8308,4.2833,4.1508,4.1282,4.171,2.4919,NA,3.0763,NA,NA,NA,PE.O.16.0.20.4.
0.3014,NA,0.2804,NA,0.3062,NA,0.2906,0.2621,0.3527,0.3633,0.1785,0.1955,0.3119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PE.O.16.0.22.2.
1.1102,1.0332,0.9418,1.103,0.9223,0.4674,1.1108,0.9104,1.0973,1.2665,0.6282,0.7545,0.807,0.9671,0.843,0.6148,0.8231,0.9944,1.1581,0.7191,0.8915,NA,NA,NA,NA,NA,NA,PE.O.16.0.22.4.
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0764,NA,NA,NA,NA,NA,2.144,NA,NA,NA,NA,NA,NA,NA,PE.O.16.0.22.5.
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9115,7.29,6.1901,7.1011,NA,8.1914,8.4265,8.0736,NA,NA,NA,NA,NA,NA,PE.O.16.0.22.6.
0.677,0.6888,0.5971,0.5273,0.5608,0.5214,0.7756,0.7401,0.7677,0.9175,0.4581,0.5804,0.8611,0.584,0.373,0.4534,0.4548,0.4451,0.4775,0.4637,0.6449,NA,NA,NA,NA,NA,NA,PE.O.18.0.16.0.
0.9305,0.6759,0.5457,0.5676,0.5376,0.4404,0.7706,0.5931,0.8881,0.9542,0.5359,0.6819,0.9366,1.446,1.0003,1.047,1.2119,1.4201,1.2161,1.1054,1.3918,NA,NA,NA,NA,NA,NA,PE.O.18.0.16.1.
0.2158,NA,NA,NA,NA,NA,NA,NA,0.1694,0.1777,0.0902,NA,NA,0.6761,0.4053,0.4484,0.5476,0.4592,0.4159,0.443,0.5812,NA,NA,NA,NA,NA,NA,PE.O.18.0.18.0.
4.1535,3.5378,3.1943,2.351,2.8271,2.4767,4.0847,3.6011,4.6971,4.9895,2.4732,3.5692,4.2411,15.6591,11.6095,11.9755,13.3,12.4595,11.4687,11.3522,12.9414,NA,NA,NA,NA,NA,NA,PE.O.18.0.18.1.
NA,NA,0.2043,NA,NA,NA,0.278,NA,0.3002,0.3884,0.179,0.204,0.2884,0.7497,0.5325,0.5054,0.6513,0.4685,0.5612,0.5222,0.67,NA,NA,NA,NA,NA,NA,PE.O.18.0.18.2.
NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1249,NA,NA,NA,0.5643,0.426,0.2234,0.2679,0.3214,0.4261,0.2693,0.2518,NA,NA,NA,NA,NA,NA,PE.O.18.0.18.3.
NA,NA,NA,NA,0.2034,NA,0.1587,0.2222,NA,NA,0.089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PE.O.18.0.20.1.
0.3857,0.2522,NA,NA,0.3091,NA,NA,0.3029,0.3031,0.4455,0.1771,0.322,0.4427,0.3177,0.2486,0.2829,0.2629,NA,0.2144,0.1733,0.2329,NA,NA,NA,NA,NA,NA,PE.O.18.0.20.2.
3.0532,3.0889,2.5324,1.7956,2.436,1.5542,3.9727,3.371,3.0689,3.895,1.826,2.0779,2.3903,7.2193,5.1967,4.6966,4.6889,3.9435,5.5891,4.2623,6.5362,NA,NA,NA,NA,NA,NA,PE.O.18.0.20.3.
