feature,class,structuralcategory,functionalcategory,totallength,totaldb,totaloh,fullname,Astrocytes1,Astrocytes2,Astrocytes3,Microglia1,Microglia2,Microglia3,NeuronsDIV101,NeuronsDIV102,NeuronsDIV103,NeuronsDIV161,NeuronsDIV162,NeuronsDIV163,NeuronsDIV51,NeuronsDIV52,NeuronsDIV53,OligodendrocytesDIV11,OligodendrocytesDIV12,OligodendrocytesDIV13,OligodendrocytesDIV251,OligodendrocytesDIV252,OligodendrocytesDIV253,OligodendrocytesDIV41,OligodendrocytesDIV42,OligodendrocytesDIV43
PC 18:2;0_20:2;0,PC,GPL,NA,38,4,0,,NA,NA,NA,2.694259882,1.69382,1.882339954,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.619257987,0.738223016,0.963886023,0.383444011,0.443230003,NA,0.326312989,0.215185001,NA
PC 18:2;0_20:3;0,PC,GPL,NA,38,5,0,,NA,NA,NA,1.947610021,2.456370115,1.894240022,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.816406012,1.33415997,0.910772979,0.315474987,0.462908,NA,NA,NA,NA
PC 18:2;0_20:4;0,PC,GPL,NA,38,6,0,,3.900929928,4.136970043,1.838199973,3.737449884,2.935100079,3.214930058,NA,NA,NA,NA,NA,NA,1.300269961,1.985599995,4.004720211,1.649209976,2.795320034,3.928920031,1.154590011,2.152270079,0.732264996,NA,0.511391997,0.194261
PC 18:2;0_22:0;0,PC,GPL,NA,40,2,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.604309022,NA,0.180776998
PC 18:2;0_22:1;0,PC,GPL,NA,40,3,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.460085988,0.137399003,0.115930997
PC 18:2;0_22:4;0,PC,GPL,NA,40,6,0,,NA,NA,NA,NA,0.366290003,0.291444987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 18:2;0_22:5;0,PC,GPL,NA,40,7,0,,NA,NA,NA,NA,0.476817995,0.733947992,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.527590036,3.151170015,3.582669973,NA,NA,NA,NA,NA,NA
PC 18:3;0_20:4;0,PC,GPL,NA,38,7,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.147819996,NA,2.977200031,NA,NA,NA,NA,NA,NA
PC 19:1;0_20:4;0,PC,GPL,NA,39,5,0,,NA,NA,NA,1.598469973,NA,1.350469947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 20:0;0_20:1;0,PC,GPL,NA,40,1,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.513455987,NA,0.185103998
PC 20:0;0_20:4;0,PC,GPL,NA,40,4,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.435294002,0.407795995,NA,0.697228014,0.258644015,0.574716985,NA,0.417778999
PC 20:1;0_20:1;0,PC,GPL,NA,40,2,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.076106399,0.168192998,NA,1.115800023,0.322539985,0.37628001
PC 20:1;0_20:3;0,PC,GPL,NA,40,4,0,,NA,NA,NA,NA,0.280653,0.184801996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.308991998,0.39626199,NA,NA,NA,0.966799974,0.271733999,0.411850989
PC 20:1;0_20:4;0,PC,GPL,NA,40,5,0,,3.308769941,4.109240055,1.024019957,1.329929948,1.147600055,1.167260051,NA,NA,NA,0.726888001,NA,2.177860022,NA,NA,NA,0.830817997,2.26432991,3.266109943,1.521029949,2.289489985,0.990100026,2.501699924,1.144099951,1.610170007
PC 20:2;0_20:4;0,PC,GPL,NA,40,6,0,,1.319769979,3.119970083,NA,1.633209944,0.688230991,0.567412972,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.972018003,NA,1.772650003,0.583591998,1.069219947,NA,NA,NA,NA
PC 20:3;0_20:3;0,PC,GPL,NA,40,6,0,,NA,NA,NA,0.303133994,0.171237007,0.091594003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 20:3;0_20:4;0,PC,GPL,NA,40,7,0,,0.915078998,NA,1.078410029,1.399420023,1.068230033,1.011309981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC 20:4;0_20:4;0,PC,GPL,NA,40,8,0,,NA,NA,NA,1.994629979,1.353129983,1.781949997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.185850024,1.06882,NA,NA,NA,NA,NA,NA
PC 20:4;0_22:1;0,PC,GPL,NA,42,5,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.793877006,0.507088006,NA
PC O-14:0;0/16:0;0,PC O-,GPL,NA,30,0,0,,NA,NA,NA,NA,0.931154013,0.974146008,1.863579988,3.032809973,2.041399956,NA,2.316809893,4.622900009,1.232859969,NA,0.955501974,NA,1.00601995,0.528295994,NA,NA,NA,NA,NA,NA
PC O-14:1;0/18:0;0,PC O-,GPL,NA,32,1,0,,NA,NA,NA,NA,NA,NA,NA,1.00059998,1.024889946,0.819715977,0.699697971,NA,0.372245997,0.416483998,0.676824987,NA,NA,NA,NA,NA,NA,1.896540046,0.924228013,1.490730047
PC O-14:1;0/18:1;0,PC O-,GPL,NA,32,2,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65892005,0.606948018,0.806599975
PC O-15:1;0/16:0;0,PC O-,GPL,NA,31,1,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6042099,9.847080231,NA
PC O-16:0;0/16:0;0,PC O-,GPL,NA,32,0,0,,6.796209812,8.004190445,16.53470039,4.551650047,3.733210087,4.108449936,3.177139997,3.737380028,3.708460093,3.322249889,2.892940044,7.702799797,2.319420099,2.135149956,NA,0.860095024,2.106839895,2.34645009,NA,NA,NA,2.560110092,NA,1.578369975
PC O-16:0;0/18:2;0,PC O-,GPL,NA,34,2,0,,NA,NA,NA,NA,2.943690062,3.788239956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC O-16:0;0/20:3;0,PC O-,GPL,NA,36,3,0,,4.692220211,NA,4.362170219,NA,0.876936972,0.904233992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC O-16:0;0/20:4;0,PC O-,GPL,NA,36,4,0,,15.93050003,21.45809937,20.76609993,9.752860069,6.95043993,7.202630043,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.081210017,2.452759981,3.135240078,1.910439968,2.364779949,1.672700047,2.845910072,1.565070033,1.83544004
PC O-16:0;0/22:5;0,PC O-,GPL,NA,38,5,0,,10.9083004,14.93599987,3.713370085,2.487149954,1.934380054,2.126539946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC O-16:0;0/22:6;0,PC O-,GPL,NA,38,6,0,,6.332129955,6.806469917,11.41670036,NA,3.962480068,3.601370096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC O-16:1;0/16:0;0,PC O-,GPL,NA,32,1,0,,30.38380051,37.25960159,25.87520027,4.049210072,3.685780048,3.887559891,3.623239994,3.461889982,3.859719992,2.648309946,2.286190033,7.252299786,1.943169951,1.965739965,3.42730999,1.03294003,3.323679924,3.071180105,3.105969906,4.708109856,2.038110018,6.572939873,2.482739925,4.017509937
PC O-16:1;0/16:1;0,PC O-,GPL,NA,32,2,0,,7.698379993,9.013179779,4.015170097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.181998,0.227497995,0.065751903,0.156082004,0.049376801,0.066439301
PC O-16:1;0/18:0;0,PC O-,GPL,NA,34,1,0,,NA,NA,NA,NA,NA,NA,1.945199966,1.120200038,2.294219971,0.849270999,0.669852018,1.683259964,0.683934987,0.473978013,1.115509987,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC O-16:1;0/18:1;0,PC O-,GPL,NA,34,2,0,,19.89500046,27.23880005,11.99050045,NA,NA,NA,0.661547005,1.539199948,2.378030062,NA,1.380290031,4.068490028,2.088769913,1.805920005,3.503520012,NA,2.289819956,1.659070015,NA,NA,NA,3.581439972,1.214939952,1.972440004
PC O-16:1;0/20:4;0,PC O-,GPL,NA,36,5,0,,22.03619957,28.62039948,9.727379799,5.611549854,3.79185009,4.365300179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.501349926,1.694839954,2.768640041
PC O-16:1;0/22:5;0,PC O-,GPL,NA,38,6,0,,13.7517004,22.14349937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC O-16:1;0/22:6;0,PC O-,GPL,NA,38,7,0,,10.93379974,11.42399979,2.959089994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC O-16:2;0/16:0;0,PC O-,GPL,NA,32,2,0,,2.896460056,4.386760235,1.581760049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.336080998,0.535411,0.273200989,0.205066994,0.098014101,0.082589
PC O-16:2;0/18:0;0,PC O-,GPL,NA,34,2,0,,NA,NA,NA,NA,NA,NA,1.485990047,0.755877972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC O-18:0;0/16:0;0,PC O-,GPL,NA,34,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.778630018,NA,1.189450026,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC O-18:0;0/20:4;0,PC O-,GPL,NA,38,4,0,,NA,NA,NA,2.33333993,1.703760028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC O-18:1;0/16:0;0,PC O-,GPL,NA,34,1,0,,24.68519974,28.36160088,20.73069954,17.43090057,14.37339973,16.05620003,10.45559978,12.72700024,13.28919983,9.14659977,7.468160152,21.26009941,10.9939003,10.67500019,16.64100075,4.533510208,12.60410023,12.47789955,9.985639572,15.3217001,5.494800091,24.31690025,10.43910027,15.34850025
PC O-18:1;0/18:1;0,PC O-,GPL,NA,36,2,0,,3.762079954,NA,1.988270044,NA,2.161799908,3.054539919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC O-18:1;0/18:2;0,PC O-,GPL,NA,36,3,0,,NA,NA,NA,NA,2.03470993,2.199939966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC O-18:1;0/20:3;0,PC O-,GPL,NA,38,4,0,,NA,NA,NA,2.188030005,1.656219959,3.62274003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC O-18:1;0/20:4;0,PC O-,GPL,NA,38,5,0,,12.00469971,14.5788002,12.36299992,14.40699959,11.13630009,11.30990028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC O-18:1;0/22:5;0,PC O-,GPL,NA,40,6,0,,5.349070072,7.124650002,NA,3.187999964,2.307440042,2.425420046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PC O-18:1;0/22:6;0,PC O-,GPL,NA,40,7,0,,NA,NA,NA,3.724410057,3.071209908,3.269350052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE 14:0;0_18:0;0,PE,GPL,NA,32,0,0,,NA,NA,NA,NA,NA,NA,2.783489943,2.960020065,3.751209974,4.362420082,2.720489979,5.217939854,2.636320114,1.885699987,4.298409939,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE 14:0;0_18:1;0,PE,GPL,NA,32,1,0,,NA,NA,NA,NA,NA,NA,4.401790142,3.884010077,2.967020035,1.164389968,0.549494982,0.943982005,0.724572003,0.529137015,0.865607023,NA,NA,NA,NA,NA,NA,0.690339983,0.304576993,0.684266984
PE 16:0;0_16:0;0,PE,GPL,NA,32,0,0,,3.734960079,3.456480026,1.026749969,1.508769989,0.745422006,1.231729984,21.86580086,20.72299957,34.17259979,31.5692997,18.83839989,49.53689957,21.57819939,17.66580009,38.55590057,0.408374995,1.322950006,1.269909978,NA,NA,NA,0.634989977,0.922259986,0.761533976
PE 16:0;0_16:1;0,PE,GPL,NA,32,1,0,,19.1215992,23.01530075,7.519330025,2.581820011,1.819839954,2.826910019,19.2534008,15.4357996,17.63599968,6.110410213,4.241139889,8.230609894,5.360280037,4.164299965,6.881420135,NA,NA,NA,3.180030107,3.863070011,1.661679983,3.504120111,2.106990099,3.005700111
PE 16:0;0_16:2;0,PE,GPL,NA,32,2,0,,NA,NA,NA,NA,NA,NA,0.860341012,0.414375007,0.541173995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE 16:0;0_17:0;0,PE,GPL,NA,33,0,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.934300005,0.553768992,1.371790051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE 16:0;0_18:0;0,PE,GPL,NA,34,0,0,,NA,NA,NA,2.399780035,0.972091973,1.694280028,39.78770065,37.97499847,61.77289963,69.43579865,41.90169907,104.0550003,44.97740173,27.1291008,80.20899963,1.655419946,3.220220089,2.685830116,2.019340038,1.506360054,0.725423992,1.279549956,1.923040032,1.07881999
PE 16:0;0_18:1;0,PE,GPL,NA,34,1,0,,117.8440018,144.6519928,46.26839828,27.51009941,16.99189949,27.14839935,101.3580017,80.10250092,99.44180298,43.1780014,27.31710052,70.53980255,52.06850052,40.49959946,62.56299973,9.312820435,21.21360016,19.62380028,26.22340012,29.75650024,13.6086998,43.2560997,23.89249992,33.66120148
PE 16:0;0_18:2;0,PE,GPL,NA,34,2,0,,3.032710075,3.092370033,1.39210999,5.200270176,3.183909893,5.266210079,4.009399891,3.057549953,3.546119928,1.291610003,0.748270988,1.340000033,NA,NA,NA,1.590909958,1.907649994,2.482820034,1.832020044,1.548480034,1.233139992,1.403049946,1.157220006,0.699918985
PE 16:0;0_18:3;0,PE,GPL,NA,34,3,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.442101002,0.322890997,0.291703999,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE 16:0;0_20:1;0,PE,GPL,NA,36,1,0,,NA,NA,NA,NA,NA,NA,3.120270014,2.288039923,2.8557899,2.028800011,0.982098997,2.251460075,1.618409991,0.962029994,1.274919987,0.795204997,2.554409981,2.092720032,1.878280044,2.967809916,1.565950036,6.739699841,3.556119919,4.250380039
PE 16:0;0_20:2;0,PE,GPL,NA,36,2,0,,2.416919947,3.382090092,0.942079008,NA,NA,NA,2.634299994,2.439009905,2.790189981,1.38496995,1.028270006,1.876019955,1.467440009,0.737065971,0.575582027,0.700076997,0.601737976,1.284170032,0.651785016,0.826512992,0.317499012,1.227090001,0.844241023,0.791767001
PE 16:0;0_20:3;0,PE,GPL,NA,36,3,0,,NA,NA,NA,2.264019966,1.559460044,2.20904994,7.575630188,6.033309937,5.945859909,3.777019978,2.364799976,4.654200077,3.138900042,2.168159962,2.521330118,1.329650044,2.172450066,1.874050021,1.315440059,2.106760025,1.095350027,1.952370048,1.437039971,1.477300048
PE 16:0;0_20:4;0,PE,GPL,NA,36,4,0,,80.2519989,97.25119781,45.12390137,18.8397007,10.7191,15.30679989,29.38940048,22.8192997,31.90299988,11.39260006,8.325139999,21.98360062,22.49720001,16.84880066,27.92670059,2.475349903,9.609089851,8.737730026,7.828509808,7.987770081,4.85804987,12.04669952,6.656579971,7.991559982
PE 16:0;0_22:3;0,PE,GPL,NA,38,3,0,,12.81900024,30.01250076,7.57212019,NA,NA,NA,8.328069687,6.551700115,7.697889805,3.198169947,2.215440035,4.992869854,3.734709978,1.928959966,3.817389965,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE 16:0;0_22:4;0,PE,GPL,NA,38,4,0,,28.41690063,43.73500061,15.27830029,2.771049976,2.657880068,3.754260063,16.95770073,12.77330017,18.37859917,7.337309837,5.766129971,18.26989937,23.59350014,15.75209999,21.6685009,NA,NA,NA,4.16328001,7.214230061,5.375770092,6.197879791,4.388339996,3.672990084
PE 16:0;0_22:5;0,PE,GPL,NA,38,5,0,,108.7490005,139.2689972,31.72940063,17.8689003,10.15960026,14.65810013,27.35160065,22.68560028,27.0583992,10.13829994,6.327429771,20.6140995,26.09280014,19.20540047,24.17079926,9.091500282,15.84459972,20.05970001,16.62630081,18.61249924,11.07590008,24.77059937,16.88069916,17.26070023
PE 16:0;0_22:6;0,PE,GPL,NA,38,6,0,,106.7929993,126.7310028,53.64649963,NA,NA,NA,29.16180038,22.15559959,42.72660065,NA,NA,NA,47.53099823,36.98389816,62.77629852,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE 16:1;0_16:1;0,PE,GPL,NA,32,2,0,,2.888669968,3.625720024,0.89834398,NA,NA,NA,1.646229982,1.423349977,1.292899966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE 16:1;0_18:0;0,PE,GPL,NA,34,1,0,,9.308819771,11.67990017,4.09939003,4.236120224,2.391330004,4.375830173,20.77440071,16.92379951,17.88619995,9.930560112,7.406020164,13.89019966,8.972240448,6.631770134,11.22949982,0.851233006,1.971099973,2.180360079,2.771320105,3.431499958,1.408349991,6.351510048,3.52064991,4.945549965
PE 16:1;0_18:1;0,PE,GPL,NA,34,2,0,,26.72769928,32.95610046,11.5685997,3.922889948,2.753489971,3.737540007,12.95289993,10.79109955,11.49740028,3.095190048,2.131959915,3.838759899,NA,NA,NA,1.307639956,3.186880112,2.764960051,2.919830084,4.32791996,1.815919995,8.215979576,3.775439978,6.362070084
PE 16:1;0_18:2;0,PE,GPL,NA,34,3,0,,NA,NA,NA,NA,NA,NA,1.675500035,1.361299992,1.292979956,NA,NA,NA,0.904501021,0.558329999,0.577143013,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE 16:1;0_20:3;0,PE,GPL,NA,36,4,0,,2.176500082,3.940490007,1.842869997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE 16:1;0_20:4;0,PE,GPL,NA,36,5,0,,15.29590034,19.8348999,7.706120014,NA,NA,NA,1.867980003,1.526090026,1.689710021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.525350094,1.682430029,1.749410033
PE 16:1;0_22:4;0,PE,GPL,NA,38,5,0,,3.34017992,6.293429852,0.423339009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE 16:1;0_22:5;0,PE,GPL,NA,38,6,0,,35.2983017,46.14709854,9.219499588,18.83069992,11.1899004,14.62360001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.138669968,6.066380024,6.171209812
PE 16:2;0_18:0;0,PE,GPL,NA,34,2,0,,NA,NA,NA,NA,NA,NA,1.074239969,0.53690201,0.463176996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE 16:3;0_18:0;0,PE,GPL,NA,34,3,0,,NA,NA,NA,NA,NA,NA,1.044810057,0.856194973,0.468181014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE 17:0;0_18:1;0,PE,GPL,NA,35,1,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.386907011,0.623631001,0.660035014,2.361730099,1.178550005,1.251109958
PE 17:0;0_20:3;0,PE,GPL,NA,37,3,0,,1.480509996,2.247040033,0.703059018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE 17:0;0_20:4;0,PE,GPL,NA,37,4,0,,4.790229797,6.231520176,1.390110016,2.663089991,1.478469968,2.200880051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.062459946,0.699339986,0.686080992
PE 17:0;0_22:5;0,PE,GPL,NA,39,5,0,,NA,NA,NA,1.366840005,0.696322024,1.270939946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE 18:0;0_18:0;0,PE,GPL,NA,36,0,0,,NA,NA,NA,NA,NA,NA,13.49610043,15.04909992,23.64710045,32.49069977,21.20339966,45.57460022,15.38360023,13.25909996,15.09309959,0.373272985,0.826578021,0.352741003,0.548924983,0.508422017,0.289153993,NA,NA,NA
PE 18:0;0_18:1;0,PE,GPL,NA,36,1,0,,85.15879822,103.0739975,27.99090004,42.6413002,28.0583992,39.62519836,69.73709869,54.75899887,63.2358017,41.92050171,28.60479927,63.76449966,43.13759995,33.01129913,49.28509903,6.811870098,14.52900028,16.19379997,24.36230087,27.82579994,17.85239983,69.89409637,35.74729919,47.01869965
PE 18:0;0_18:2;0,PE,GPL,NA,36,2,0,,3.929759979,4.183829784,2.450350046,18.16530037,11.79500008,17.20509911,5.776740074,5.019249916,4.464700222,2.256069899,1.679119945,3.119930029,3.5338099,2.59032011,4.453239918,2.552129984,1.239420056,4.136680126,3.631360054,2.985470057,2.214190006,5.691730022,3.979229927,3.228950024
PE 18:0;0_18:3;0,PE,GPL,NA,36,3,0,,NA,NA,NA,NA,NA,NA,2.199310064,1.794589996,1.608860016,0.886574984,0.715313017,0.575760007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE 18:0;0_20:1;0,PE,GPL,NA,38,1,0,,NA,NA,NA,NA,NA,NA,1.467419982,1.247290015,1.360810041,1.320490003,0.934859991,1.499549985,0.828993022,0.581714988,0.464457989,NA,NA,NA,1.416489959,1.872779965,1.047330022,6.601220131,2.544080019,3.284169912
PE 18:0;0_20:2;0,PE,GPL,NA,38,2,0,,3.334350109,3.900909901,1.329630017,1.766180038,0.707957983,1.018470049,4.329909801,3.789839983,2.890160084,2.825920105,1.679669976,2.486929893,1.065919995,0.714838028,1.550430059,1.084089994,1.078199983,1.159759998,0.716149986,1.16347003,1.082900047,2.07682991,0.794375002,1.297070026
PE 18:0;0_20:3;0,PE,GPL,NA,38,3,0,,39.48749924,32.47579956,30.19149971,17.60969925,11.24199963,15.81599998,36.04309845,27.42099953,22.26409912,11.66819954,7.831439972,13.76609993,2.22465992,2.821350098,4.675389767,NA,NA,NA,5.239329815,4.736959934,1.819759965,6.769139767,5.065229893,6.378260136
PE 18:0;0_20:4;0,PE,GPL,NA,38,4,0,,334.7160034,397.2619934,134.7149963,83.23660278,45.28239822,65.31559753,197.348999,154.5130005,194.1569977,82.67140198,53.88199997,154.6820068,165.9859924,126.2770004,151.0379944,NA,NA,NA,42.63579941,41.90010071,28.67259979,73.99960327,48.71979904,52.10300064
PE 18:0;0_20:5;0,PE,GPL,NA,38,5,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.817170024,3.235330105,3.916369915,2.715049982,2.547689915,1.460510015,2.528059959,2.042659998,2.000230074
PE 18:0;0_22:1;0,PE,GPL,NA,40,1,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.879789948,0.530600011,0.765133977
PE 18:0;0_22:2;0,PE,GPL,NA,40,2,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.797594011,0.164092004,0.270141006
PE 18:0;0_22:3;0,PE,GPL,NA,40,3,0,,9.530819893,12.15100002,6.622839928,3.681210041,2.071069956,3.018249989,3.50999999,2.809999943,2.917690039,2.742229939,1.536929965,4.73664999,1.484449983,1.00237,1.850229979,NA,NA,NA,1.182119966,1.683259964,0.869624972,3.702270031,1.221320033,2.093719959
PE 18:0;0_22:4;0,PE,GPL,NA,40,4,0,,21.21689987,12.13189983,8.31387043,11.7840004,6.828939915,9.58891964,16.09180069,12.92280006,19.64389992,14.99380016,9.509960175,31.96859932,23.23360062,17.66900063,24.80629921,NA,NA,NA,10.50189972,11.55459976,8.197440147,10.84630013,7.165860176,5.768270016
PE 18:0;0_22:5;0,PE,GPL,NA,40,5,0,,51.44440079,63.75600052,10.53629971,27.09079933,15.42300034,19.54080009,20.90810013,15.80560017,20.73080063,13.60149956,7.121789932,24.80680084,19.87739944,15.16429996,20.23040009,10.58380032,13.97789955,21.40640068,19.90539932,18.7996006,11.78680038,20.04730034,14.71450043,14.5607996
PE 18:0;0_22:6;0,PE,GPL,NA,40,6,0,,43.39519882,46.56340027,14.13370037,28.98839951,14.34370041,22.46260071,73.77210236,57.03580093,86.69580078,39.79299927,22.85470009,99.36859894,79.61329651,59.88209915,101.3899994,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE 18:1;0_18:1;0,PE,GPL,NA,36,2,0,,70.4253006,81.20259857,33.74160004,34.1283989,23.07410049,38.15100098,23.26569939,18.59199905,20.8859005,7.084410191,4.783889771,12.16720009,8.149539948,6.366529942,9.839929581,5.992450237,5.916100025,10.66020012,12.77620029,17.85330009,7.275660038,50.40019989,21.30410004,35.83309937
PE 18:1;0_18:2;0,PE,GPL,NA,36,3,0,,NA,NA,NA,9.557649612,6.117269993,9.41767025,3.882889986,3.148699999,2.972009897,NA,NA,NA,1.168930054,0.867254972,1.867759943,2.44423008,2.650209904,3.985929966,3.281460047,3.212779999,2.139159918,6.929460049,3.866280079,4.111569881
PE 18:1;0_20:0;0,PE,GPL,NA,38,1,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.382650018,1.331740022,0.893410981,4.255869865,2.073390007,2.536449909
PE 18:1;0_20:1;0,PE,GPL,NA,38,2,0,,1.781270027,2.499059916,1.178760052,1.757019997,1.426849961,2.258069992,1.069360018,0.771966994,0.819252014,NA,NA,NA,NA,NA,NA,0.528262019,2.07682991,2.201659918,2.640399933,3.467149973,2.149329901,12.70349979,5.695990086,8.082960129
PE 18:1;0_20:2;0,PE,GPL,NA,38,3,0,,2.939889908,3.110820055,2.367280006,3.298190117,1.920840025,2.889990091,2.282219887,1.828500032,1.760239959,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.602312028,1.793259978,0.512567997,1.914989948,1.330850005,1.754830003
PE 18:1;0_20:3;0,PE,GPL,NA,38,4,0,,14.78929996,9.181639671,11.71759987,6.525720119,3.166500092,6.573420048,13.91919994,10.32579994,9.994990349,1.396639943,0.75029403,4.001319885,NA,NA,NA,NA,NA,NA,1.705629945,3.791409969,2.492389917,5.919650078,3.566050053,4.008259773
