Rej	ID	LipidMolec	LipidMolecGroup	ClassKey	SubClassKey	FAKey	FAGroupKey	CalcMass	BaseRt	MolFormula	MainIon	IonCnt	IsoCnt	PDBCnt	TotalSmpIDRate(%)	TotalGrade	OrgMeanArea[s1]	OrgMeanHeight[s1]	OrgMaxArea[s1]	OrgMaxHeight[s1]	OrgMedArea[s1]	OrgMedHeight[s1]	OrgAreaStd[s1]	OrgHeightStd[s1]	OrgAreaRsd(%)[s1]	OrgHeightRsd(%)[s1]	MeanArea[s1]	MeanHeight[s1]	MaxArea[s1]	MaxHeight[s1]	MedArea[s1]	MedHeight[s1]	MedSumArea[s1]	AreaStd[s1]	HeightStd[s1]	AreaRsd(%)[s1]	HeightRsd(%)[s1]	MeanConc[s1]	MaxConc[s1]	MedConc[s1]
false	2387	SM(d40:1)	SM(d40:1)	SM	acyl	(d40:1)	(d40:1)	786.6615	14.6586	C45 H91 N2 O6 P1	M+HCOO	1	1	2	100.00	C	1.0509E4	7.4732E4	3.2205E4	2.1908E5	8.1148E3	5.6756E4	9.0131E3	5.6243E4	85.7640	75.2601	1.0509E4	7.4732E4	3.2205E4	2.1908E5	8.1148E3	5.6756E4	5.6756E4	9.0131E3	5.6243E4	85.76	75.26	NaN	NaN	NaN
false	2388	SM(d40:1)	SM(d40:1)	SM	acyl	(d40:1)	(d40:1)	786.6615	16.3751	C45 H91 N2 O6 P1	M+HCOO	1	1	2	100.00	C	9.6342E5	6.0196E6	2.7427E6	1.6504E7	8.4327E5	5.2861E6	7.1176E5	4.4267E6	73.8781	73.5377	9.6342E5	6.0196E6	2.7427E6	1.6504E7	8.4327E5	5.2861E6	5.2861E6	7.1176E5	4.4267E6	73.88	73.54	NaN	NaN	NaN
false	2389	SM(d40:1)	SM(d40:1)	SM	acyl	(d40:1)	(d40:1)	786.6615	16.7222	C45 H91 N2 O6 P1	M+HCOO	1	1	2	100.00	C	2.9143E4	2.4175E5	7.6340E4	6.1669E5	2.7948E4	2.3515E5	1.9404E4	1.5520E5	66.5834	64.2002	2.9143E4	2.4175E5	7.6340E4	6.1669E5	2.7948E4	2.3515E5	2.3515E5	1.9404E4	1.5520E5	66.58	64.20	NaN	NaN	NaN
false	239	CL(80:3COOHCOOH)	CL(80:3COOHCOOH)	CL	3,4-carboxylic diacyl-diacyl	(80:3COOHCOOH)	(80:3COOHCOOH)	1631.1240	11.1889	C89 H164 O21 P2	M-2H	1	1	0	100.00	C	8.1665E3	1.0214E5	1.9448E4	2.3122E5	7.5812E3	8.7918E4	5.0067E3	6.1237E4	61.3077	59.9522	8.1665E3	1.0214E5	1.9448E4	2.3122E5	7.5812E3	8.7918E4	8.7918E4	5.0067E3	6.1237E4	61.31	59.95	NaN	NaN	NaN
false	2390	TG(42:7COOH)	TG(42:7COOH)	TG	carboxylic	(42:7COOH)	(42:7COOH)	738.5071	9.2319	C45 H70 O8	M-H	1	1	0	100.00	C	3.3509E5	3.7856E6	8.1440E5	8.4383E6	3.8680E5	4.5173E6	2.6305E5	2.9177E6	78.5012	77.0745	3.3509E5	3.7856E6	8.1440E5	8.4383E6	3.8680E5	4.5173E6	4.5173E6	2.6305E5	2.9177E6	78.50	77.07	NaN	NaN	NaN
false	2391	SM(d41:2)	SM(d41:2)	SM	acyl	(d41:2)	(d41:2)	798.6615	14.7559	C46 H91 N2 O6 P1	M+HCOO	1	1	2	100.00	C	2.4689E5	1.4953E6	6.4229E5	3.9354E6	2.2827E5	1.4578E6	1.9034E5	1.1754E6	77.0953	78.6102	2.4689E5	1.4953E6	6.4229E5	3.9354E6	2.2827E5	1.4578E6	1.4578E6	1.9034E5	1.1754E6	77.10	78.61	NaN	NaN	NaN
false	2392	PG(38:3)	PG(38:3)	PG	diacyl	(38:3)	(38:3)	800.5567	9.8639	C44 H81 O10 P1	M-H	1	1	12	100.00	C	1.1729E5	9.0796E5	2.3856E5	1.7802E6	1.7701E5	1.3001E6	9.8812E4	7.3012E5	84.2449	80.4134	1.1729E5	9.0796E5	2.3856E5	1.7802E6	1.7701E5	1.3001E6	1.3001E6	9.8812E4	7.3012E5	84.24	80.41	NaN	NaN	NaN
false	2393	PG(38:3)	PG(38:3)	PG	diacyl	(38:3)	(38:3)	800.5567	10.0618	C44 H81 O10 P1	M-H	1	1	12	100.00	C	8.9399E4	5.4039E5	2.3991E5	1.3782E6	8.9497E4	5.4204E5	8.9088E4	4.7349E5	99.6525	87.6201	8.9399E4	5.4039E5	2.3991E5	1.3782E6	8.9497E4	5.4204E5	5.4204E5	8.9088E4	4.7349E5	99.65	87.62	NaN	NaN	NaN
false	2394	PG(38:3)	PG(38:3)	PG	diacyl	(38:3)	(38:3)	800.5567	10.2493	C44 H81 O10 P1	M-H	1	1	12	100.00	C	2.8076E4	3.1548E5	7.9033E4	7.8197E5	3.0651E4	3.9390E5	2.8417E4	2.9841E5	101.2145	94.5895	2.8076E4	3.1548E5	7.9033E4	7.8197E5	3.0651E4	3.9390E5	3.9390E5	2.8417E4	2.9841E5	101.21	94.59	NaN	NaN	NaN
false	2395	PG(38:3)	PG(38:3)	PG	diacyl	(38:3)	(38:3)	800.5567	10.3107	C44 H81 O10 P1	M-H	1	1	12	100.00	C	1.3763E4	1.2366E5	4.2222E4	3.1156E5	1.8147E4	1.3312E5	1.3850E4	1.2023E5	100.6367	97.2207	1.3763E4	1.2366E5	4.2222E4	3.1156E5	1.8147E4	1.3312E5	1.3312E5	1.3850E4	1.2023E5	100.64	97.22	NaN	NaN	NaN
false	2397	TG(44:4CHO)	TG(44:4CHO)	TG	aldehyde	(44:4CHO)	(44:4CHO)	756.5904	15.3408	C47 H80 O7	M-H	1	1	0	100.00	C	3.5250E4	2.3376E5	9.1265E4	5.0507E5	2.7800E4	1.9705E5	2.2704E4	1.3621E5	64.4096	58.2687	3.5250E4	2.3376E5	9.1265E4	5.0507E5	2.7800E4	1.9705E5	1.9705E5	2.2704E4	1.3621E5	64.41	58.27	NaN	NaN	NaN
false	24	LPC(14:0)	LPC(14:0)	LPC	monoacyl	(14:0)	(14:0)	467.3012	2.3341	C22 H46 N1 O7 P1	M-CH3	1	1	2	100.00	C	1.9073E5	1.8519E6	7.2218E5	6.9811E6	1.1527E5	1.1314E6	2.0132E5	1.9315E6	105.5543	104.2929	1.9073E5	1.8519E6	7.2218E5	6.9811E6	1.1527E5	1.1314E6	1.1314E6	2.0132E5	1.9315E6	105.55	104.29	NaN	NaN	NaN
false	240	CL(80:3COOHCOOH)	CL(80:3COOHCOOH)	CL	3,4-carboxylic diacyl-diacyl	(80:3COOHCOOH)	(80:3COOHCOOH)	1631.1240	11.3393	C89 H164 O21 P2	M-2H	1	1	0	100.00	C	3.1764E4	2.4050E5	8.4673E4	5.5423E5	2.7657E4	2.1523E5	2.1684E4	1.5241E5	68.2648	63.3709	3.1764E4	2.4050E5	8.4673E4	5.5423E5	2.7657E4	2.1523E5	2.1523E5	2.1684E4	1.5241E5	68.26	63.37	NaN	NaN	NaN
false	2400	PC(35:4)	PC(35:4)	PC	diacyl	(35:4)	(35:4)	767.5465	9.5048	C43 H78 N1 O8 P1	M+HCOO	1	2	15	100.00	C	2.6181E5	2.2298E6	6.8714E5	5.2052E6	3.0474E5	2.7255E6	2.1218E5	1.7738E6	81.0438	79.5520	2.6181E5	2.2298E6	6.8714E5	5.2052E6	3.0474E5	2.7255E6	2.7255E6	2.1218E5	1.7738E6	81.04	79.55	NaN	NaN	NaN
false	2401	PC(35:4)	PC(35:4)	PC	diacyl	(35:4)	(35:4)	767.5465	9.7494	C43 H78 N1 O8 P1	M+HCOO	1	2	15	100.00	C	2.4047E4	2.4798E5	8.8806E4	7.4602E5	1.6015E4	2.1410E5	2.3933E4	1.9635E5	99.5291	79.1787	2.4047E4	2.4798E5	8.8806E4	7.4602E5	1.6015E4	2.1410E5	2.1410E5	2.3933E4	1.9635E5	99.53	79.18	NaN	NaN	NaN
false	2404	PC(35:4)	PC(35:4)	PC	diacyl	(35:4)	(35:4)	767.5465	10.8336	C43 H78 N1 O8 P1	M+HCOO	1	2	15	100.00	C	4.7818E4	2.4686E5	1.0595E5	5.6248E5	4.5146E4	2.2778E5	2.8142E4	1.4541E5	58.8520	58.9032	4.7818E4	2.4686E5	1.0595E5	5.6248E5	4.5146E4	2.2778E5	2.2778E5	2.8142E4	1.4541E5	58.85	58.90	NaN	NaN	NaN
false	2407	PC(35:4)	PC(35:4)	PC	diacyl	(35:4)	(35:4)	767.5465	11.3513	C43 H78 N1 O8 P1	M+HCOO	1	2	15	100.00	C	2.2461E5	1.5865E6	5.8495E5	3.7816E6	1.9432E5	1.4280E6	1.5506E5	1.0095E6	69.0339	63.6298	2.2461E5	1.5865E6	5.8495E5	3.7816E6	1.9432E5	1.4280E6	1.4280E6	1.5506E5	1.0095E6	69.03	63.63	NaN	NaN	NaN
false	2408	PC(35:4)	PC(35:4)	PC	diacyl	(35:4)	(35:4)	767.5465	11.7989	C43 H78 N1 O8 P1	M+HCOO	1	2	15	100.00	C	2.7625E5	2.1369E6	5.9637E5	4.3920E6	2.3781E5	1.9143E6	1.8401E5	1.3352E6	66.6099	62.4839	2.7625E5	2.1369E6	5.9637E5	4.3920E6	2.3781E5	1.9143E6	1.9143E6	1.8401E5	1.3352E6	66.61	62.48	NaN	NaN	NaN
false	2409	PC(35:4)	PC(35:4)	PC	diacyl	(35:4)	(35:4)	767.5465	11.9004	C43 H78 N1 O8 P1	M+HCOO	1	2	15	100.00	C	1.8394E5	2.3660E6	5.7810E5	4.4722E6	1.7340E5	2.1415E6	1.4372E5	1.5021E6	78.1383	63.4849	1.8394E5	2.3660E6	5.7810E5	4.4722E6	1.7340E5	2.1415E6	2.1415E6	1.4372E5	1.5021E6	78.14	63.48	NaN	NaN	NaN
false	241	CL(80:3COOHCOOH)	CL(80:3COOHCOOH)	CL	3,4-carboxylic diacyl-diacyl	(80:3COOHCOOH)	(80:3COOHCOOH)	1631.1240	11.7702	C89 H164 O21 P2	M-2H	1	1	0	100.00	C	3.7231E4	3.2006E5	7.9573E4	6.2516E5	3.3104E4	2.7844E5	2.5525E4	1.9503E5	68.5586	60.9336	3.7231E4	3.2006E5	7.9573E4	6.2516E5	3.3104E4	2.7844E5	2.7844E5	2.5525E4	1.9503E5	68.56	60.93	NaN	NaN	NaN
false	2413	PC(35:4)	PC(35:4)	PC	diacyl	(35:4)	(35:4)	767.5465	14.6190	C43 H78 N1 O8 P1	M+HCOO	1	2	15	100.00	C	1.2243E5	7.7549E5	3.0877E5	1.8048E6	8.0724E4	5.7265E5	9.3630E4	5.5762E5	76.4765	71.9055	1.2243E5	7.7549E5	3.0877E5	1.8048E6	8.0724E4	5.7265E5	5.7265E5	9.3630E4	5.5762E5	76.48	71.91	NaN	NaN	NaN
false	2414	SM(d41:1)	SM(d41:1)	SM	acyl	(d41:1)	(d41:1)	800.6771	15.7343	C46 H93 N2 O6 P1	M+HCOO	1	1	3	100.00	C	2.8723E3	3.4953E4	9.2614E3	9.1230E4	2.6842E3	3.4374E4	3.0785E3	2.2990E4	107.1774	65.7726	2.8723E3	3.4953E4	9.2614E3	9.1230E4	2.6842E3	3.4374E4	3.4374E4	3.0785E3	2.2990E4	107.18	65.77	NaN	NaN	NaN
false	2415	SM(d41:1)	SM(d41:1)	SM	acyl	(d41:1)	(d41:1)	800.6771	17.4269	C46 H93 N2 O6 P1	M+HCOO	1	1	3	100.00	C	1.4366E5	9.5621E5	3.6923E5	2.5527E6	1.6934E5	1.0577E6	1.1921E5	8.2687E5	82.9778	86.4731	1.4366E5	9.5621E5	3.6923E5	2.5527E6	1.6934E5	1.0577E6	1.0577E6	1.1921E5	8.2687E5	82.98	86.47	NaN	NaN	NaN
false	2416	TG(45:7COOH)	TG(45:7COOH)	TG	carboxylic	(45:7COOH)	(45:7COOH)	780.5540	11.0103	C48 H76 O8	M-H	1	1	0	100.00	C	8.2180E3	1.4390E5	2.9255E4	3.2304E5	6.5907E3	1.3014E5	6.7098E3	8.5032E4	81.6473	59.0910	8.2180E3	1.4390E5	2.9255E4	3.2304E5	6.5907E3	1.3014E5	1.3014E5	6.7098E3	8.5032E4	81.65	59.09	NaN	NaN	NaN
false	2417	TG(45:7COOH)	TG(45:7COOH)	TG	carboxylic	(45:7COOH)	(45:7COOH)	780.5540	11.4211	C48 H76 O8	M-H	1	1	0	100.00	C	7.4343E3	1.0310E5	2.0143E4	2.5701E5	6.5431E3	8.5831E4	5.4265E3	7.1023E4	72.9921	68.8904	7.4343E3	1.0310E5	2.0143E4	2.5701E5	6.5431E3	8.5831E4	8.5831E4	5.4265E3	7.1023E4	72.99	68.89	NaN	NaN	NaN
false	2418	PG(39:4)	PG(39:4)	PG	diacyl	(39:4)	(39:4)	812.5567	9.4984	C45 H81 O10 P1	M-H	1	1	10	100.00	C	2.1814E4	2.4383E5	1.0494E5	9.9092E5	1.5439E4	1.8114E5	2.9003E4	3.0261E5	132.9544	124.1082	2.1814E4	2.4383E5	1.0494E5	9.9092E5	1.5439E4	1.8114E5	1.8114E5	2.9003E4	3.0261E5	132.95	124.11	NaN	NaN	NaN
false	2419	PG(39:4)	PG(39:4)	PG	diacyl	(39:4)	(39:4)	812.5567	9.6996	C45 H81 O10 P1	M-H	1	1	10	100.00	C	5.0207E4	4.8879E5	8.7986E4	7.8722E5	6.2429E4	5.2328E5	2.2853E4	1.8380E5	45.5173	37.6035	5.0207E4	4.8879E5	8.7986E4	7.8722E5	6.2429E4	5.2328E5	5.2328E5	2.2853E4	1.8380E5	45.52	37.60	NaN	NaN	NaN
false	242	PE(P-18:0)	PE(P-18:0)	PE	alkenyl-acyl	(P-18:0)	(P-18:0)	479.3012	1.5480	C23 H46 N1 O7 P1	M-H	1	1	0	100.00	C	2.4577E4	1.3136E5	9.7533E4	6.1499E5	1.6204E4	8.8783E4	2.5427E4	1.3953E5	103.4593	106.2147	2.4577E4	1.3136E5	9.7533E4	6.1499E5	1.6204E4	8.8783E4	8.8783E4	2.5427E4	1.3953E5	103.46	106.21	NaN	NaN	NaN
false	2420	PG(39:4)	PG(39:4)	PG	diacyl	(39:4)	(39:4)	812.5567	9.8928	C45 H81 O10 P1	M-H	1	1	10	100.00	C	1.2254E4	1.4276E5	3.2304E4	3.5256E5	1.0332E4	1.1291E5	1.0281E4	9.6253E4	83.9030	67.4224	1.2254E4	1.4276E5	3.2304E4	3.5256E5	1.0332E4	1.1291E5	1.1291E5	1.0281E4	9.6253E4	83.90	67.42	NaN	NaN	NaN
false	2422	SM(d42:3)	SM(d42:3)	SM	acyl	(d42:3)	(d42:3)	810.6615	13.9437	C47 H91 N2 O6 P1	M+HCOO	1	1	1	100.00	C	1.4796E5	6.2650E5	3.6771E5	1.5220E6	7.8781E4	4.0848E5	1.1267E5	4.4647E5	76.1490	71.2646	1.4796E5	6.2650E5	3.6771E5	1.5220E6	7.8781E4	4.0848E5	4.0848E5	1.1267E5	4.4647E5	76.15	71.26	NaN	NaN	NaN
false	2423	SM(d42:3)	SM(d42:3)	SM	acyl	(d42:3)	(d42:3)	810.6615	14.4015	C47 H91 N2 O6 P1	M+HCOO	1	1	1	100.00	C	1.6200E4	9.9945E4	4.0693E4	2.4461E5	8.1994E3	5.0525E4	1.3956E4	7.9597E4	86.1469	79.6410	1.6200E4	9.9945E4	4.0693E4	2.4461E5	8.1994E3	5.0525E4	5.0525E4	1.3956E4	7.9597E4	86.15	79.64	NaN	NaN	NaN
false	2424	CL(O-77:5)	CL(O-77:5)	CL	alkylacyl-diacyl	(O-77:5)	(O-77:5)	1511.1182	10.0840	C86 H160 O16 P2	M-H	1	1	0	100.00	C	1.0374E4	2.7704E5	7.1463E4	1.1885E6	3.2988E3	1.5796E5	1.6656E4	3.0786E5	160.5448	111.1265	1.0374E4	2.7704E5	7.1463E4	1.1885E6	3.2988E3	1.5796E5	1.5796E5	1.6656E4	3.0786E5	160.54	111.13	NaN	NaN	NaN
false	2425	CL(O-77:5)	CL(O-77:5)	CL	alkylacyl-diacyl	(O-77:5)	(O-77:5)	1511.1182	10.3596	C86 H160 O16 P2	M-H	1	1	0	100.00	C	2.2923E4	3.1712E5	1.2233E5	1.5723E6	1.0865E4	2.9242E5	3.0951E4	3.3046E5	135.0179	104.2075	2.2923E4	3.1712E5	1.2233E5	1.5723E6	1.0865E4	2.9242E5	2.9242E5	3.0951E4	3.3046E5	135.02	104.21	NaN	NaN	NaN
false	2426	CL(O-77:5)	CL(O-77:5)	CL	alkylacyl-diacyl	(O-77:5)	(O-77:5)	1511.1182	10.4291	C86 H160 O16 P2	M-H	1	1	0	100.00	C	2.8054E4	1.9803E5	1.2402E5	7.9443E5	1.2482E4	1.2531E5	3.5420E4	2.0827E5	126.2552	105.1688	2.8054E4	1.9803E5	1.2402E5	7.9443E5	1.2482E4	1.2531E5	1.2531E5	3.5420E4	2.0827E5	126.26	105.17	NaN	NaN	NaN
false	2427	CL(O-77:5)	CL(O-77:5)	CL	alkylacyl-diacyl	(O-77:5)	(O-77:5)	1511.1182	10.5042	C86 H160 O16 P2	M-H	1	1	0	100.00	C	1.9903E4	2.1903E5	9.4045E4	8.0726E5	6.8128E3	1.4783E5	2.6044E4	1.9123E5	130.8569	87.3074	1.9903E4	2.1903E5	9.4045E4	8.0726E5	6.8128E3	1.4783E5	1.4783E5	2.6044E4	1.9123E5	130.86	87.31	NaN	NaN	NaN
false	2428	CL(O-77:5)	CL(O-77:5)	CL	alkylacyl-diacyl	(O-77:5)	(O-77:5)	1511.1182	11.0133	C86 H160 O16 P2	M-H	1	1	0	100.00	C	7.7473E4	7.0042E5	2.2303E5	1.9760E6	7.8207E4	6.7124E5	7.7464E4	6.8156E5	99.9873	97.3073	7.7473E4	7.0042E5	2.2303E5	1.9760E6	7.8207E4	6.7124E5	6.7124E5	7.7464E4	6.8156E5	99.99	97.31	NaN	NaN	NaN
false	2429	CL(O-77:5)	CL(O-77:5)	CL	alkylacyl-diacyl	(O-77:5)	(O-77:5)	1511.1182	11.7790	C86 H160 O16 P2	M-H	1	1	0	100.00	C	1.3288E3	7.2880E4	4.5449E3	1.8453E5	5.8056E2	6.5810E4	1.4785E3	5.3246E4	111.2611	73.0592	1.3288E3	7.2880E4	4.5449E3	1.8453E5	5.8056E2	6.5810E4	6.5810E4	1.4785E3	5.3246E4	111.26	73.06	NaN	NaN	NaN
false	243	CL(O-86:8)	CL(O-86:8)	CL	alkylacyl-diacyl	(O-86:8)	(O-86:8)	1631.2121	12.2033	C95 H172 O16 P2	M-2H	1	1	0	100.00	C	1.9474E4	1.0495E5	4.8391E4	2.3940E5	1.5821E4	9.2226E4	1.3949E4	6.8793E4	71.6313	65.5492	1.9474E4	1.0495E5	4.8391E4	2.3940E5	1.5821E4	9.2226E4	9.2226E4	1.3949E4	6.8793E4	71.63	65.55	NaN	NaN	NaN
false	2430	CL(O-77:5)	CL(O-77:5)	CL	alkylacyl-diacyl	(O-77:5)	(O-77:5)	1511.1182	13.3091	C86 H160 O16 P2	M-2H	1	1	0	100.00	C	5.5956E3	6.1201E4	1.3208E4	1.0597E5	6.0643E3	8.0850E4	5.3689E3	3.6586E4	95.9487	59.7799	5.5956E3	6.1201E4	1.3208E4	1.0597E5	6.0643E3	8.0850E4	8.0850E4	5.3689E3	3.6586E4	95.95	59.78	NaN	NaN	NaN
false	2431	TG(40:4COOH)	TG(40:4COOH)	TG	carboxylic	(40:4COOH)	(40:4COOH)	716.5227	9.2091	C43 H72 O8	M-H	1	1	0	100.00	C	1.3085E4	1.4366E5	4.1448E4	3.5248E5	8.2769E3	1.2017E5	1.1478E4	9.2378E4	87.7184	64.3038	1.3085E4	1.4366E5	4.1448E4	3.5248E5	8.2769E3	1.2017E5	1.2017E5	1.1478E4	9.2378E4	87.72	64.30	NaN	NaN	NaN
false	2432	TG(40:4COOH)	TG(40:4COOH)	TG	carboxylic	(40:4COOH)	(40:4COOH)	716.5227	9.3077	C43 H72 O8	M-H	1	1	0	100.00	C	8.9488E3	1.0228E5	2.8994E4	2.3184E5	3.9081E3	7.0413E4	8.2786E3	6.9218E4	92.5100	67.6760	8.9488E3	1.0228E5	2.8994E4	2.3184E5	3.9081E3	7.0413E4	7.0413E4	8.2786E3	6.9218E4	92.51	67.68	NaN	NaN	NaN
false	2433	TG(40:4COOH)	TG(40:4COOH)	TG	carboxylic	(40:4COOH)	(40:4COOH)	716.5227	10.9919	C43 H72 O8	M-H	1	1	0	100.00	C	1.7091E5	1.3637E6	3.8830E5	3.2495E6	1.7951E5	1.3977E6	1.1058E5	8.3030E5	64.7009	60.8845	1.7091E5	1.3637E6	3.8830E5	3.2495E6	1.7951E5	1.3977E6	1.3977E6	1.1058E5	8.3030E5	64.70	60.88	NaN	NaN	NaN
false	2434	SM(d42:2)	SM(d42:2)	SM	acyl	(d42:2)	(d42:2)	812.6771	15.8494	C47 H93 N2 O6 P1	M+HCOO	1	1	2	100.00	C	4.4067E6	2.8762E7	1.1192E7	7.2814E7	4.0152E6	2.5700E7	2.9756E6	1.9043E7	67.5252	66.2083	4.4067E6	2.8762E7	1.1192E7	7.2814E7	4.0152E6	2.5700E7	2.5700E7	2.9756E6	1.9043E7	67.53	66.21	NaN	NaN	NaN
false	2436	PG(40:8)	PG(40:8)	PG	diacyl	(40:8)	(40:8)	818.5098	7.6441	C46 H75 O10 P1	M-H	1	2	7	100.00	C	5.8956E3	7.9347E4	2.3020E4	1.8854E5	4.0575E3	7.6359E4	5.8079E3	4.1865E4	98.5123	52.7625	5.8956E3	7.9347E4	2.3020E4	1.8854E5	4.0575E3	7.6359E4	7.6359E4	5.8079E3	4.1865E4	98.51	52.76	NaN	NaN	NaN
false	2437	PG(40:8)	PG(40:8)	PG	diacyl	(40:8)	(40:8)	818.5098	7.7893	C46 H75 O10 P1	M-H	1	2	7	100.00	C	7.4400E3	6.6907E4	2.0565E4	1.4112E5	6.4831E3	6.2371E4	5.5816E3	3.6549E4	75.0212	54.6274	7.4400E3	6.6907E4	2.0565E4	1.4112E5	6.4831E3	6.2371E4	6.2371E4	5.5816E3	3.6549E4	75.02	54.63	NaN	NaN	NaN
false	2438	PG(20:4_20:4)	PG(40:8)	PG	diacyl	(20:4_20:4)	(40:8)	818.5098	7.9477	C46 H75 O10 P1	M-H	1	2	7	100.00	C	1.8929E4	1.1437E5	5.2615E4	2.4450E5	1.4384E4	8.5638E4	1.5880E4	7.5154E4	83.8906	65.7124	1.8929E4	1.1437E5	5.2615E4	2.4450E5	1.4384E4	8.5638E4	8.5638E4	1.5880E4	7.5154E4	83.89	65.71	NaN	NaN	NaN
false	2439	PG(40:8)	PG(40:8)	PG	diacyl	(40:8)	(40:8)	818.5098	8.0421	C46 H75 O10 P1	M-H	1	2	7	100.00	C	1.4950E4	1.5058E5	4.4392E4	3.5331E5	1.1045E4	9.7328E4	1.1174E4	1.0564E5	74.7448	70.1550	1.4950E4	1.5058E5	4.4392E4	3.5331E5	1.1045E4	9.7328E4	9.7328E4	1.1174E4	1.0564E5	74.74	70.16	NaN	NaN	NaN
false	244	CL(O-86:8)	CL(O-86:8)	CL	alkylacyl-diacyl	(O-86:8)	(O-86:8)	1631.2121	12.7301	C95 H172 O16 P2	M-2H	1	1	0	100.00	C	7.8659E4	4.3778E5	1.8060E5	1.0454E6	7.1183E4	3.8391E5	5.1032E4	2.8200E5	64.8767	64.4154	7.8659E4	4.3778E5	1.8060E5	1.0454E6	7.1183E4	3.8391E5	3.8391E5	5.1032E4	2.8200E5	64.88	64.42	NaN	NaN	NaN
false	2440	PG(40:8)	PG(40:8)	PG	diacyl	(40:8)	(40:8)	818.5098	8.8146	C46 H75 O10 P1	M-H	1	2	7	100.00	C	7.5631E3	8.5606E4	1.9289E4	2.2561E5	3.9987E3	5.5050E4	7.7694E3	8.3417E4	102.7279	97.4436	7.5631E3	8.5606E4	1.9289E4	2.2561E5	3.9987E3	5.5050E4	5.5050E4	7.7694E3	8.3417E4	102.73	97.44	NaN	NaN	NaN
false	2441	TG(45:6CHO)	TG(45:6CHO)	TG	aldehyde	(45:6CHO)	(45:6CHO)	766.5748	14.0473	C48 H78 O7	M-H	1	1	0	100.00	C	5.0055E3	7.6588E4	1.6102E4	1.7778E5	4.6415E3	7.2969E4	4.4865E3	5.1478E4	89.6326	67.2140	5.0055E3	7.6588E4	1.6102E4	1.7778E5	4.6415E3	7.2969E4	7.2969E4	4.4865E3	5.1478E4	89.63	67.21	NaN	NaN	NaN
false	2442	CL(75:1CHOCHO)	CL(75:1CHOCHO)	CL	3,4-aldehyde diacyl-diacyl	(75:1CHOCHO)	(75:1CHOCHO)	1533.0873	10.2192	C84 H158 O19 P2	M-H	1	1	0	100.00	C	7.7676E3	1.1726E5	4.1211E4	5.3442E5	5.2986E3	9.0562E4	9.2690E3	1.1881E5	119.3287	101.3185	7.7676E3	1.1726E5	4.1211E4	5.3442E5	5.2986E3	9.0562E4	9.0562E4	9.2690E3	1.1881E5	119.33	101.32	NaN	NaN	NaN
false	2443	CL(75:1CHOCHO)	CL(75:1CHOCHO)	CL	3,4-aldehyde diacyl-diacyl	(75:1CHOCHO)	(75:1CHOCHO)	1533.0873	10.9043	C84 H158 O19 P2	M-H	1	1	0	100.00	C	8.8127E3	9.0701E4	3.5460E4	3.4380E5	7.7291E3	7.2715E4	7.7177E3	7.8637E4	87.5752	86.6995	8.8127E3	9.0701E4	3.5460E4	3.4380E5	7.7291E3	7.2715E4	7.2715E4	7.7177E3	7.8637E4	87.58	86.70	NaN	NaN	NaN
false	2444	SM(d42:1)	SM(d42:1)	SM	acyl	(d42:1)	(d42:1)	814.6928	16.8409	C47 H95 N2 O6 P1	M+HCOO	1	1	2	100.00	C	5.0882E4	3.1209E5	1.3248E5	8.2510E5	4.5760E4	2.7409E5	3.6462E4	2.2090E5	71.6590	70.7792	5.0882E4	3.1209E5	1.3248E5	8.2510E5	4.5760E4	2.7409E5	2.7409E5	3.6462E4	2.2090E5	71.66	70.78	NaN	NaN	NaN
false	2445	SM(d42:1)	SM(d42:1)	SM	acyl	(d42:1)	(d42:1)	814.6928	18.2586	C47 H95 N2 O6 P1	M+HCOO	1	1	2	100.00	C	6.8831E5	5.2248E6	1.8648E6	1.3909E7	6.9694E5	5.6650E6	5.3719E5	4.0763E6	78.0456	78.0186	6.8831E5	5.2248E6	1.8648E6	1.3909E7	6.9694E5	5.6650E6	5.6650E6	5.3719E5	4.0763E6	78.05	78.02	NaN	NaN	NaN
false	2446	SM(d42:1)	SM(d42:1)	SM	acyl	(d42:1)	(d42:1)	814.6928	18.6025	C47 H95 N2 O6 P1	M+HCOO	1	1	2	100.00	C	2.0272E4	2.0208E5	4.7293E4	4.6926E5	2.2123E4	2.1593E5	1.3171E4	1.2337E5	64.9734	61.0489	2.0272E4	2.0208E5	4.7293E4	4.6926E5	2.2123E4	2.1593E5	2.1593E5	1.3171E4	1.2337E5	64.97	61.05	NaN	NaN	NaN
false	2447	SM(d42:1)	SM(d42:1)	SM	acyl	(d42:1)	(d42:1)	814.6928	18.6719	C47 H95 N2 O6 P1	M+HCOO	1	1	2	100.00	C	1.1446E4	1.0272E5	3.3903E4	2.3744E5	9.2551E3	9.0483E4	9.0322E3	6.4994E4	78.9128	63.2707	1.1446E4	1.0272E5	3.3903E4	2.3744E5	9.2551E3	9.0483E4	9.0483E4	9.0322E3	6.4994E4	78.91	63.27	NaN	NaN	NaN
