Rej	ID	LipidMolec	LipidMolecGroup	ClassKey	SubClassKey	FAKey	FAGroupKey	CalcMass	BaseRt	MolFormula	MainIon	IonCnt	IsoCnt	PDBCnt	TotalSmpIDRate(%)	TotalGrade	OrgMeanArea[s1]	OrgMeanHeight[s1]	OrgMaxArea[s1]	OrgMaxHeight[s1]	OrgMedArea[s1]	OrgMedHeight[s1]	OrgAreaStd[s1]	OrgHeightStd[s1]	OrgAreaRsd(%)[s1]	OrgHeightRsd(%)[s1]	MeanArea[s1]	MeanHeight[s1]	MaxArea[s1]	MaxHeight[s1]	MedArea[s1]	MedHeight[s1]	MedSumArea[s1]	AreaStd[s1]	HeightStd[s1]	AreaRsd(%)[s1]	HeightRsd(%)[s1]	MeanConc[s1]	MaxConc[s1]	MedConc[s1]
false	2448	SM(d42:1)	SM(d42:1)	SM	acyl	(d42:1)	(d42:1)	814.6928	18.7494	C47 H95 N2 O6 P1	M+HCOO	1	1	2	100.00	C	1.0152E4	6.7839E4	2.9055E4	1.4594E5	8.9161E3	6.6860E4	8.3137E3	4.0090E4	81.8929	59.0961	1.0152E4	6.7839E4	2.9055E4	1.4594E5	8.9161E3	6.6860E4	6.6860E4	8.3137E3	4.0090E4	81.89	59.10	NaN	NaN	NaN
false	2449	TG(45:5CHO)	TG(45:5CHO)	TG	aldehyde	(45:5CHO)	(45:5CHO)	768.5904	15.0828	C48 H80 O7	M-H	1	1	0	100.00	C	1.3956E4	6.9288E4	3.7017E4	1.7026E5	9.8025E3	5.7734E4	1.1491E4	4.4845E4	82.3388	64.7234	1.3956E4	6.9288E4	3.7017E4	1.7026E5	9.8025E3	5.7734E4	5.7734E4	1.1491E4	4.4845E4	82.34	64.72	NaN	NaN	NaN
false	245	PC(O-33:2)	PC(O-33:2)	PC	alkyl-acyl	(O-33:2)	(O-33:2)	729.5672	12.6712	C41 H80 N1 O7 P1	M-CH3	1	1	0	100.00	C	1.2310E4	6.7944E4	3.0397E4	1.6319E5	1.0172E4	5.9836E4	1.1077E4	4.5485E4	89.9773	66.9444	1.2310E4	6.7944E4	3.0397E4	1.6319E5	1.0172E4	5.9836E4	5.9836E4	1.1077E4	4.5485E4	89.98	66.94	NaN	NaN	NaN
false	2450	TG(45:5CHO)	TG(45:5CHO)	TG	aldehyde	(45:5CHO)	(45:5CHO)	768.5904	15.5853	C48 H80 O7	M-H	1	1	0	100.00	C	4.6237E4	2.9567E5	1.1489E5	7.2261E5	4.2599E4	2.6663E5	3.2064E4	2.0656E5	69.3469	69.8605	4.6237E4	2.9567E5	1.1489E5	7.2261E5	4.2599E4	2.6663E5	2.6663E5	3.2064E4	2.0656E5	69.35	69.86	NaN	NaN	NaN
false	2451	PG(43:5)	PG(43:5)	PG	diacyl	(43:5)	(43:5)	866.6037	10.9619	C49 H87 O10 P1	M-H	1	1	0	100.00	C	3.3008E4	2.9486E5	5.2173E4	4.6690E5	3.3126E4	2.9768E5	9.8618E3	8.3780E4	29.8770	28.4138	3.3008E4	2.9486E5	5.2173E4	4.6690E5	3.3126E4	2.9768E5	2.9768E5	9.8618E3	8.3780E4	29.88	28.41	NaN	NaN	NaN
false	2452	CL(O-79:6)	CL(O-79:6)	CL	alkylacyl-diacyl	(O-79:6)	(O-79:6)	1537.1338	10.2098	C88 H162 O16 P2	M-H	1	1	0	100.00	C	4.8822E3	2.8438E5	1.7529E4	6.9214E5	3.8916E3	3.1807E5	4.0740E3	2.0188E5	83.4446	70.9916	4.8822E3	2.8438E5	1.7529E4	6.9214E5	3.8916E3	3.1807E5	3.1807E5	4.0740E3	2.0188E5	83.44	70.99	NaN	NaN	NaN
false	2453	CL(O-79:6)	CL(O-79:6)	CL	alkylacyl-diacyl	(O-79:6)	(O-79:6)	1537.1338	11.0455	C88 H162 O16 P2	M-H	1	1	0	100.00	C	6.9281E4	5.8027E5	2.0865E5	1.8628E6	7.0443E4	5.9386E5	6.9924E4	5.7442E5	100.9273	98.9931	6.9281E4	5.8027E5	2.0865E5	1.8628E6	7.0443E4	5.9386E5	5.9386E5	6.9924E4	5.7442E5	100.93	98.99	NaN	NaN	NaN
false	2454	PG(48:12)	PG(48:12)	PG	diacyl	(48:12)	(48:12)	922.5724	11.6941	C54 H83 O10 P1	M-H	1	1	0	100.00	C	2.2151E3	2.7721E4	7.5498E3	7.5924E4	1.2620E3	3.1392E4	2.5042E3	2.6527E4	113.0530	95.6927	2.2151E3	2.7721E4	7.5498E3	7.5924E4	1.2620E3	3.1392E4	3.1392E4	2.5042E3	2.6527E4	113.05	95.69	NaN	NaN	NaN
false	2455	CL(O-80:7)	CL(O-80:7)	CL	alkylacyl-diacyl	(O-80:7)	(O-80:7)	1549.1338	10.9370	C89 H162 O16 P2	M-H	1	2	0	100.00	C	1.4879E4	1.2464E5	7.2967E4	3.8694E5	8.3439E3	9.9570E4	1.8732E4	1.0884E5	125.9017	87.3274	1.4879E4	1.2464E5	7.2967E4	3.8694E5	8.3439E3	9.9570E4	9.9570E4	1.8732E4	1.0884E5	125.90	87.33	NaN	NaN	NaN
false	2456	CL(O-26:7_18:0_18:0_18:0)	CL(O-80:7)	CL	alkylacyl-diacyl	(O-26:7_18:0_18:0_18:0)	(O-80:7)	1549.1338	12.1702	C89 H162 O16 P2	M-H	1	2	0	100.00	C	1.4871E4	9.7642E4	4.7440E4	2.6814E5	1.0338E4	7.8893E4	1.4400E4	7.4351E4	96.8338	76.1466	1.4871E4	9.7642E4	4.7440E4	2.6814E5	1.0338E4	7.8893E4	7.8893E4	1.4400E4	7.4351E4	96.83	76.15	NaN	NaN	NaN
false	2457	SM(d33:1)	SM(d33:1)	SM	acyl	(d33:1)	(d33:1)	688.5519	9.3422	C38 H77 N2 O6 P1	M+HCOO	1	1	2	100.00	C	5.8224E4	5.9200E5	1.4893E5	1.3894E6	4.8201E4	4.7658E5	3.7510E4	3.7259E5	64.4229	62.9371	5.8224E4	5.9200E5	1.4893E5	1.3894E6	4.8201E4	4.7658E5	4.7658E5	3.7510E4	3.7259E5	64.42	62.94	NaN	NaN	NaN
false	2458	TG(44:4COOH)	TG(44:4COOH)	TG	carboxylic	(44:4COOH)	(44:4COOH)	772.5853	11.7468	C47 H80 O8	M-H	1	1	0	100.00	C	5.7464E4	2.9181E5	1.6185E5	8.1713E5	5.2183E4	2.6276E5	3.6390E4	1.8829E5	63.3272	64.5246	5.7464E4	2.9181E5	1.6185E5	8.1713E5	5.2183E4	2.6276E5	2.6276E5	3.6390E4	1.8829E5	63.33	64.52	NaN	NaN	NaN
false	2459	TG(44:4COOH)	TG(44:4COOH)	TG	carboxylic	(44:4COOH)	(44:4COOH)	772.5853	11.8377	C47 H80 O8	M-H	1	1	0	100.00	C	6.6953E4	2.8205E5	1.6185E5	8.1713E5	6.2664E4	2.6276E5	4.1158E4	1.7935E5	61.4719	63.5879	6.6953E4	2.8205E5	1.6185E5	8.1713E5	6.2664E4	2.6276E5	2.6276E5	4.1158E4	1.7935E5	61.47	63.59	NaN	NaN	NaN
false	246	PC(O-33:2)	PC(O-33:2)	PC	alkyl-acyl	(O-33:2)	(O-33:2)	729.5672	12.7257	C41 H80 N1 O7 P1	M-CH3	1	1	0	100.00	C	9.6694E3	6.6528E4	3.0397E4	1.6319E5	7.6442E3	6.0420E4	9.5027E3	4.5774E4	98.2761	68.8048	9.6694E3	6.6528E4	3.0397E4	1.6319E5	7.6442E3	6.0420E4	6.0420E4	9.5027E3	4.5774E4	98.28	68.80	NaN	NaN	NaN
false	2460	TG(44:4COOH)	TG(44:4COOH)	TG	carboxylic	(44:4COOH)	(44:4COOH)	772.5853	12.0659	C47 H80 O8	M-H	1	1	0	100.00	C	2.6275E4	2.7370E5	7.4276E4	8.7229E5	2.3921E4	1.7281E5	1.9412E4	2.3279E5	73.8824	85.0527	2.6275E4	2.7370E5	7.4276E4	8.7229E5	2.3921E4	1.7281E5	1.7281E5	1.9412E4	2.3279E5	73.88	85.05	NaN	NaN	NaN
false	2461	TG(44:4COOH)	TG(44:4COOH)	TG	carboxylic	(44:4COOH)	(44:4COOH)	772.5853	15.0650	C47 H80 O8	M-H	1	1	0	100.00	C	1.8234E4	1.3220E5	4.8912E4	3.4182E5	5.2770E3	4.5161E4	1.7987E4	1.1860E5	98.6452	89.7121	1.8234E4	1.3220E5	4.8912E4	3.4182E5	5.2770E3	4.5161E4	4.5161E4	1.7987E4	1.1860E5	98.65	89.71	NaN	NaN	NaN
false	2462	TG(44:4COOH)	TG(44:4COOH)	TG	carboxylic	(44:4COOH)	(44:4COOH)	772.5853	15.3645	C47 H80 O8	M-H	1	1	0	100.00	C	7.0315E4	4.8824E5	1.7601E5	1.1898E6	2.7346E4	1.9020E5	6.5052E4	4.4504E5	92.5145	91.1515	7.0315E4	4.8824E5	1.7601E5	1.1898E6	2.7346E4	1.9020E5	1.9020E5	6.5052E4	4.4504E5	92.51	91.15	NaN	NaN	NaN
false	2463	PC(38:2CHO)	PC(38:2CHO)	PC	aldehyde	(38:2CHO)	(38:2CHO)	827.6040	10.8388	C46 H86 N1 O9 P1	M-CH3	1	1	0	100.00	C	1.1934E4	9.1180E4	3.0017E4	2.2223E5	1.0080E4	7.7512E4	8.3339E3	5.6894E4	69.8330	62.3973	1.1934E4	9.1180E4	3.0017E4	2.2223E5	1.0080E4	7.7512E4	7.7512E4	8.3339E3	5.6894E4	69.83	62.40	NaN	NaN	NaN
false	2464	PC(38:2CHO)	PC(38:2CHO)	PC	aldehyde	(38:2CHO)	(38:2CHO)	827.6040	11.2843	C46 H86 N1 O9 P1	M-CH3	1	1	0	100.00	C	1.1859E5	9.3537E5	2.8871E5	2.3291E6	1.6864E5	1.2936E6	1.0409E5	8.2574E5	87.7740	88.2796	1.1859E5	9.3537E5	2.8871E5	2.3291E6	1.6864E5	1.2936E6	1.2936E6	1.0409E5	8.2574E5	87.77	88.28	NaN	NaN	NaN
false	2465	PC(38:2CHO)	PC(38:2CHO)	PC	aldehyde	(38:2CHO)	(38:2CHO)	827.6040	11.4817	C46 H86 N1 O9 P1	M-CH3	1	1	0	100.00	C	1.8264E4	2.6108E5	5.0562E4	7.3920E5	2.5985E4	2.4764E5	1.5899E4	2.2719E5	87.0534	87.0194	1.8264E4	2.6108E5	5.0562E4	7.3920E5	2.5985E4	2.4764E5	2.4764E5	1.5899E4	2.2719E5	87.05	87.02	NaN	NaN	NaN
false	2467	PC(38:2CHO)	PC(38:2CHO)	PC	aldehyde	(38:2CHO)	(38:2CHO)	827.6040	11.5901	C46 H86 N1 O9 P1	M-CH3	1	1	0	100.00	C	1.3441E4	1.0227E5	5.3903E4	2.4764E5	1.0761E4	9.4480E4	1.1802E4	6.5409E4	87.8062	63.9564	1.3441E4	1.0227E5	5.3903E4	2.4764E5	1.0761E4	9.4480E4	9.4480E4	1.1802E4	6.5409E4	87.81	63.96	NaN	NaN	NaN
false	2468	PC(38:2CHO)	PC(38:2CHO)	PC	aldehyde	(38:2CHO)	(38:2CHO)	827.6040	11.6986	C46 H86 N1 O9 P1	M-CH3	1	1	0	100.00	C	1.0877E4	9.6111E4	2.4848E4	1.9806E5	6.9560E3	7.4752E4	7.8163E3	6.0707E4	71.8604	63.1633	1.0877E4	9.6111E4	2.4848E4	1.9806E5	6.9560E3	7.4752E4	7.4752E4	7.8163E3	6.0707E4	71.86	63.16	NaN	NaN	NaN
false	2469	PC(38:2CHO)	PC(38:2CHO)	PC	aldehyde	(38:2CHO)	(38:2CHO)	827.6040	12.3075	C46 H86 N1 O9 P1	M-CH3	1	1	0	100.00	C	1.4330E4	9.8416E4	3.9123E4	2.2992E5	9.9587E3	6.1979E4	1.1619E4	7.4706E4	81.0829	75.9081	1.4330E4	9.8416E4	3.9123E4	2.2992E5	9.9587E3	6.1979E4	6.1979E4	1.1619E4	7.4706E4	81.08	75.91	NaN	NaN	NaN
false	2470	PC(38:2CHO)	PC(38:2CHO)	PC	aldehyde	(38:2CHO)	(38:2CHO)	827.6040	12.8589	C46 H86 N1 O9 P1	M-CH3	1	1	0	100.00	C	2.4070E4	1.8432E5	7.0148E4	4.4703E5	1.8103E4	1.3952E5	2.0886E4	1.5044E5	86.7726	81.6218	2.4070E4	1.8432E5	7.0148E4	4.4703E5	1.8103E4	1.3952E5	1.3952E5	2.0886E4	1.5044E5	86.77	81.62	NaN	NaN	NaN
false	2471	PC(38:2CHO)	PC(38:2CHO)	PC	aldehyde	(38:2CHO)	(38:2CHO)	827.6040	13.3610	C46 H86 N1 O9 P1	M-CH3	1	1	0	100.00	C	3.3481E4	1.2526E5	8.6333E4	3.2549E5	2.3703E4	1.0154E5	2.6488E4	8.8629E4	79.1138	70.7538	3.3481E4	1.2526E5	8.6333E4	3.2549E5	2.3703E4	1.0154E5	1.0154E5	2.6488E4	8.8629E4	79.11	70.75	NaN	NaN	NaN
false	2472	PC(38:2CHO)	PC(38:2CHO)	PC	aldehyde	(38:2CHO)	(38:2CHO)	827.6040	13.3825	C46 H86 N1 O9 P1	M-CH3	1	1	0	100.00	C	3.3667E4	1.2712E5	8.6333E4	3.2549E5	2.3703E4	1.0154E5	2.6314E4	8.7370E4	78.1606	68.7293	3.3667E4	1.2712E5	8.6333E4	3.2549E5	2.3703E4	1.0154E5	1.0154E5	2.6314E4	8.7370E4	78.16	68.73	NaN	NaN	NaN
false	2473	PC(38:2CHO)	PC(38:2CHO)	PC	aldehyde	(38:2CHO)	(38:2CHO)	827.6040	13.7291	C46 H86 N1 O9 P1	M-CH3	1	1	0	100.00	C	2.4596E4	1.5630E5	6.8223E4	4.2629E5	1.9465E4	1.2114E5	2.3988E4	1.4291E5	97.5303	91.4316	2.4596E4	1.5630E5	6.8223E4	4.2629E5	1.9465E4	1.2114E5	1.2114E5	2.3988E4	1.4291E5	97.53	91.43	NaN	NaN	NaN
false	2474	PG(O-37:6)	PG(O-37:6)	PG	alkyl-acyl	(O-37:6)	(O-37:6)	766.5149	9.0100	C43 H75 O9 P1	M-H	1	1	0	100.00	C	1.6025E4	1.7845E5	6.7465E4	5.3836E5	9.7700E3	1.3627E5	1.7030E4	1.4161E5	106.2749	79.3587	1.6025E4	1.7845E5	6.7465E4	5.3836E5	9.7700E3	1.3627E5	1.3627E5	1.7030E4	1.4161E5	106.27	79.36	NaN	NaN	NaN
false	2475	PG(O-37:6)	PG(O-37:6)	PG	alkyl-acyl	(O-37:6)	(O-37:6)	766.5149	9.1071	C43 H75 O9 P1	M-H	1	1	0	100.00	C	2.5819E4	2.1915E5	6.4988E4	4.8671E5	2.4263E4	2.3698E5	1.5168E4	1.3038E5	58.7467	59.4948	2.5819E4	2.1915E5	6.4988E4	4.8671E5	2.4263E4	2.3698E5	2.3698E5	1.5168E4	1.3038E5	58.75	59.49	NaN	NaN	NaN
false	2476	PG(O-37:6)	PG(O-37:6)	PG	alkyl-acyl	(O-37:6)	(O-37:6)	766.5149	9.4049	C43 H75 O9 P1	M-H	1	1	0	100.00	C	5.3237E3	7.8387E4	1.7527E4	1.8614E5	3.3719E3	7.2866E4	4.7809E3	3.9601E4	89.8030	50.5206	5.3237E3	7.8387E4	1.7527E4	1.8614E5	3.3719E3	7.2866E4	7.2866E4	4.7809E3	3.9601E4	89.80	50.52	NaN	NaN	NaN
false	2477	PG(O-37:6)	PG(O-37:6)	PG	alkyl-acyl	(O-37:6)	(O-37:6)	766.5149	9.5639	C43 H75 O9 P1	M-H	1	1	0	100.00	C	2.2251E3	4.1428E4	6.3698E3	1.0127E5	1.3140E3	3.2943E4	2.3846E3	3.0742E4	107.1671	74.2053	2.2251E3	4.1428E4	6.3698E3	1.0127E5	1.3140E3	3.2943E4	3.2943E4	2.3846E3	3.0742E4	107.17	74.21	NaN	NaN	NaN
false	2478	PG(O-37:6)	PG(O-37:6)	PG	alkyl-acyl	(O-37:6)	(O-37:6)	766.5149	9.8195	C43 H75 O9 P1	M-H	1	1	0	100.00	C	1.9186E4	1.6644E5	3.8497E4	3.2570E5	2.4882E4	2.2263E5	1.4559E4	1.1472E5	75.8804	68.9236	1.9186E4	1.6644E5	3.8497E4	3.2570E5	2.4882E4	2.2263E5	2.2263E5	1.4559E4	1.1472E5	75.88	68.92	NaN	NaN	NaN
false	2479	SM(d35:1)	SM(d35:1)	SM	acyl	(d35:1)	(d35:1)	716.5832	10.9954	C40 H81 N2 O6 P1	M+HCOO	1	1	2	100.00	C	2.3747E5	2.0076E6	5.2020E5	4.3511E6	2.6207E5	2.2859E6	1.6567E5	1.3817E6	69.7648	68.8252	2.3747E5	2.0076E6	5.2020E5	4.3511E6	2.6207E5	2.2859E6	2.2859E6	1.6567E5	1.3817E6	69.76	68.83	NaN	NaN	NaN
false	248	PC(O-33:2)	PC(O-33:2)	PC	alkyl-acyl	(O-33:2)	(O-33:2)	729.5672	13.8486	C41 H80 N1 O7 P1	M-CH3	1	1	0	100.00	C	3.4164E4	1.8788E5	9.0910E4	4.6508E5	2.9889E4	1.6676E5	2.4171E4	1.2936E5	70.7503	68.8520	3.4164E4	1.8788E5	9.0910E4	4.6508E5	2.9889E4	1.6676E5	1.6676E5	2.4171E4	1.2936E5	70.75	68.85	NaN	NaN	NaN
false	2480	CL(75:2CHOCHO)	CL(75:2CHOCHO)	CL	3,4-aldehyde diacyl-diacyl	(75:2CHOCHO)	(75:2CHOCHO)	1531.0716	10.6922	C84 H156 O19 P2	M-2H	1	1	0	100.00	C	3.8607E6	3.1391E7	8.8873E6	6.6613E7	4.0167E6	3.4380E7	2.7101E6	2.0553E7	70.1970	65.4735	3.8607E6	3.1391E7	8.8873E6	6.6613E7	4.0167E6	3.4380E7	3.4380E7	2.7101E6	2.0553E7	70.20	65.47	NaN	NaN	NaN
false	2481	PG(38:1)	PG(38:1)	PG	diacyl	(38:1)	(38:1)	804.5880	14.0117	C44 H85 O10 P1	M-H	1	1	12	100.00	C	3.4705E3	5.3363E4	7.5728E3	9.5177E4	4.2913E3	5.5711E4	2.8806E3	2.3794E4	83.0046	44.5885	3.4705E3	5.3363E4	7.5728E3	9.5177E4	4.2913E3	5.5711E4	5.5711E4	2.8806E3	2.3794E4	83.00	44.59	NaN	NaN	NaN
false	2482	SM(d36:4)	SM(d36:4)	SM	acyl	(d36:4)	(d36:4)	724.5519	12.0302	C41 H77 N2 O6 P1	M+HCOO	1	1	0	100.00	C	3.6809E4	4.0869E5	9.9403E4	9.5488E5	3.2414E4	3.6602E5	3.3150E4	2.8565E5	90.0590	69.8954	3.6809E4	4.0869E5	9.9403E4	9.5488E5	3.2414E4	3.6602E5	3.6602E5	3.3150E4	2.8565E5	90.06	69.90	NaN	NaN	NaN
false	2483	CL(74:2CHOCHO)	CL(74:2CHOCHO)	CL	3,4-aldehyde diacyl-diacyl	(74:2CHOCHO)	(74:2CHOCHO)	1531.0716	10.6922	C84 H156 O19 P2	M-2H	1	1	0	100.00	C	3.8607E6	3.1391E7	8.8873E6	6.6613E7	4.0167E6	3.4380E7	2.7101E6	2.0553E7	70.1970	65.4735	3.8607E6	3.1391E7	8.8873E6	6.6613E7	4.0167E6	3.4380E7	3.4380E7	2.7101E6	2.0553E7	70.20	65.47	NaN	NaN	NaN
false	2484	PG(39:5)	PG(39:5)	PG	diacyl	(39:5)	(39:5)	810.5411	8.7927	C45 H79 O10 P1	M-H	1	1	6	100.00	C	1.6992E3	3.5846E4	6.4501E3	1.0711E5	1.1332E3	4.2138E4	2.0427E3	3.3548E4	120.2149	93.5887	1.6992E3	3.5846E4	6.4501E3	1.0711E5	1.1332E3	4.2138E4	4.2138E4	2.0427E3	3.3548E4	120.21	93.59	NaN	NaN	NaN
false	2485	PG(39:5)	PG(39:5)	PG	diacyl	(39:5)	(39:5)	810.5411	9.2874	C45 H79 O10 P1	M-H	1	1	6	100.00	C	5.6795E3	7.6286E4	2.3321E4	2.5291E5	2.9805E3	4.6725E4	7.9440E3	8.4072E4	139.8706	110.2060	5.6795E3	7.6286E4	2.3321E4	2.5291E5	2.9805E3	4.6725E4	4.6725E4	7.9440E3	8.4072E4	139.87	110.21	NaN	NaN	NaN
false	2487	SM(d39:1)	SM(d39:1)	SM	acyl	(d39:1)	(d39:1)	772.6458	15.2185	C44 H89 N2 O6 P1	M+HCOO	1	1	5	100.00	C	4.4286E4	2.5818E5	1.1057E5	6.2908E5	4.5021E4	2.5602E5	3.2014E4	1.8224E5	72.2896	70.5868	4.4286E4	2.5818E5	1.1057E5	6.2908E5	4.5021E4	2.5602E5	2.5602E5	3.2014E4	1.8224E5	72.29	70.59	NaN	NaN	NaN
false	2488	CL(75:3COOH)	CL(75:3COOH)	CL	3-carboxylic diacyl-diacyl	(75:3COOH)	(75:3COOH)	1531.0716	10.6922	C84 H156 O19 P2	M-2H	1	1	0	100.00	C	3.8607E6	3.1391E7	8.8873E6	6.6613E7	4.0167E6	3.4380E7	2.7101E6	2.0553E7	70.1970	65.4735	3.8607E6	3.1391E7	8.8873E6	6.6613E7	4.0167E6	3.4380E7	3.4380E7	2.7101E6	2.0553E7	70.20	65.47	NaN	NaN	NaN
false	2489	PG(40:7)	PG(40:7)	PG	diacyl	(40:7)	(40:7)	820.5254	8.2655	C46 H77 O10 P1	M-H	1	1	10	100.00	C	8.1558E4	4.8162E5	1.8424E5	9.6373E5	6.9807E4	4.1021E5	4.2092E4	2.1932E5	51.6099	45.5387	8.1558E4	4.8162E5	1.8424E5	9.6373E5	6.9807E4	4.1021E5	4.1021E5	4.2092E4	2.1932E5	51.61	45.54	NaN	NaN	NaN
false	249	PC(O-33:2)	PC(O-33:2)	PC	alkyl-acyl	(O-33:2)	(O-33:2)	729.5672	14.0435	C41 H80 N1 O7 P1	M-CH3	1	1	0	100.00	C	3.0039E4	2.0156E5	7.2196E4	4.5213E5	2.8912E4	1.9790E5	2.2907E4	1.4123E5	76.2566	70.0707	3.0039E4	2.0156E5	7.2196E4	4.5213E5	2.8912E4	1.9790E5	1.9790E5	2.2907E4	1.4123E5	76.26	70.07	NaN	NaN	NaN
false	2490	PG(40:7)	PG(40:7)	PG	diacyl	(40:7)	(40:7)	820.5254	8.3247	C46 H77 O10 P1	M-H	1	1	10	100.00	C	4.4869E4	4.4812E5	9.3434E4	8.8881E5	4.3334E4	3.9162E5	2.1760E4	2.0006E5	48.4966	44.6451	4.4869E4	4.4812E5	9.3434E4	8.8881E5	4.3334E4	3.9162E5	3.9162E5	2.1760E4	2.0006E5	48.50	44.65	NaN	NaN	NaN
false	2491	PG(40:7)	PG(40:7)	PG	diacyl	(40:7)	(40:7)	820.5254	8.4933	C46 H77 O10 P1	M-H	1	1	10	100.00	C	2.6223E4	2.6040E5	1.4169E5	8.8881E5	1.9465E4	2.2638E5	2.8138E4	1.7323E5	107.3016	66.5225	2.6223E4	2.6040E5	1.4169E5	8.8881E5	1.9465E4	2.2638E5	2.2638E5	2.8138E4	1.7323E5	107.30	66.52	NaN	NaN	NaN
false	2492	PG(40:7)	PG(40:7)	PG	diacyl	(40:7)	(40:7)	820.5254	8.5871	C46 H77 O10 P1	M-H	1	1	10	100.00	C	9.3070E3	1.1854E5	5.1758E4	4.9186E5	5.4675E3	8.6903E4	1.0681E4	9.3641E4	114.7655	78.9972	9.3070E3	1.1854E5	5.1758E4	4.9186E5	5.4675E3	8.6903E4	8.6903E4	1.0681E4	9.3641E4	114.77	79.00	NaN	NaN	NaN
false	2493	PG(40:7)	PG(40:7)	PG	diacyl	(40:7)	(40:7)	820.5254	8.7032	C46 H77 O10 P1	M-H	1	1	10	100.00	C	3.7426E3	6.1913E4	1.8962E4	2.2701E5	2.6114E3	4.5392E4	4.3753E3	4.7692E4	116.9060	77.0312	3.7426E3	6.1913E4	1.8962E4	2.2701E5	2.6114E3	4.5392E4	4.5392E4	4.3753E3	4.7692E4	116.91	77.03	NaN	NaN	NaN
false	2494	TG(46:4CHO)	TG(46:4CHO)	TG	aldehyde	(46:4CHO)	(46:4CHO)	784.6217	17.6265	C49 H84 O7	M-H	1	1	0	100.00	C	1.8964E4	1.0680E5	4.9098E4	2.4763E5	1.4819E4	8.9549E4	1.8600E4	8.3111E4	98.0821	77.8219	1.8964E4	1.0680E5	4.9098E4	2.4763E5	1.4819E4	8.9549E4	8.9549E4	1.8600E4	8.3111E4	98.08	77.82	NaN	NaN	NaN
false	2495	TG(46:4CHO)	TG(46:4CHO)	TG	aldehyde	(46:4CHO)	(46:4CHO)	784.6217	17.7536	C49 H84 O7	M-H	1	1	0	100.00	C	8.8818E3	9.2749E4	3.2363E4	2.9330E5	4.5852E3	5.7761E4	9.6237E3	8.2747E4	108.3531	89.2165	8.8818E3	9.2749E4	3.2363E4	2.9330E5	4.5852E3	5.7761E4	5.7761E4	9.6237E3	8.2747E4	108.35	89.22	NaN	NaN	NaN
false	2496	SM(d43:2)	SM(d43:2)	SM	acyl	(d43:2)	(d43:2)	826.6928	17.0158	C48 H95 N2 O6 P1	M+HCOO	1	1	3	100.00	C	3.0342E4	1.7140E5	8.1240E4	4.6544E5	2.6867E4	1.5814E5	2.2918E4	1.3049E5	75.5331	76.1319	3.0342E4	1.7140E5	8.1240E4	4.6544E5	2.6867E4	1.5814E5	1.5814E5	2.2918E4	1.3049E5	75.53	76.13	NaN	NaN	NaN
false	2497	PC(35:3)	PC(35:3)	PC	diacyl	(35:3)	(35:3)	769.5622	9.8462	C43 H80 N1 O8 P1	M+HCOO	1	4	12	100.00	C	4.6831E4	2.9740E5	1.1618E5	7.5928E5	5.1826E4	3.3769E5	3.7201E4	2.3257E5	79.4368	78.2031	4.6831E4	2.9740E5	1.1618E5	7.5928E5	5.1826E4	3.3769E5	3.3769E5	3.7201E4	2.3257E5	79.44	78.20	NaN	NaN	NaN
false	2499	PC(18:1_17:2)	PC(35:3)	PC	diacyl	(18:1_17:2)	(35:3)	769.5622	10.0938	C43 H80 N1 O8 P1	M+HCOO	1	4	2	100.00	B	7.9861E4	5.1239E5	2.2023E5	1.1657E6	7.6125E4	5.0866E5	6.0201E4	3.5807E5	75.3822	69.8816	7.9861E4	5.1239E5	2.2023E5	1.1657E6	7.6125E4	5.0866E5	5.0866E5	6.0201E4	3.5807E5	75.38	69.88	NaN	NaN	NaN
false	25	CL(O-79:15)	CL(O-79:15)	CL	alkylacyl-diacyl	(O-79:15)	(O-79:15)	1518.9930	13.4710	C88 H144 O16 P2	M-2H	1	1	0	100.00	C	1.3246E5	7.1088E5	2.0648E5	1.0037E6	1.2813E5	6.9508E5	4.1285E4	1.7704E5	31.1692	24.9049	1.3246E5	7.1088E5	2.0648E5	1.0037E6	1.2813E5	6.9508E5	6.9508E5	4.1285E4	1.7704E5	31.17	24.90	NaN	NaN	NaN
false	250	PC(O-33:2)	PC(O-33:2)	PC	alkyl-acyl	(O-33:2)	(O-33:2)	729.5672	14.5844	C41 H80 N1 O7 P1	M-CH3	1	1	0	100.00	C	2.5895E5	1.7090E6	6.5520E5	4.1164E6	2.7210E5	1.8753E6	2.3788E5	1.5396E6	91.8629	90.0912	2.5895E5	1.7090E6	6.5520E5	4.1164E6	2.7210E5	1.8753E6	1.8753E6	2.3788E5	1.5396E6	91.86	90.09	NaN	NaN	NaN
false	2500	PC(35:3)	PC(35:3)	PC	diacyl	(35:3)	(35:3)	769.5622	10.2383	C43 H80 N1 O8 P1	M+HCOO	1	4	12	100.00	C	3.3877E4	3.3022E5	9.4505E4	9.0147E5	3.1959E4	2.8624E5	2.2411E4	2.1315E5	66.1526	64.5466	3.3877E4	3.3022E5	9.4505E4	9.0147E5	3.1959E4	2.8624E5	2.8624E5	2.2411E4	2.1315E5	66.15	64.55	NaN	NaN	NaN
