Compound,m.z,Retention.time..min.,Mode,Intensity,O4_0220,O2_0220,Y2_1219,O1+O5_1219,O3_0220,Y1_1219,Y3_0220,O2+O3_1219,Y5_0220,O1_0220,Y2_0220,O5_0220,Y4_0220,Y4_1219,O4_1219,Y1_0220,QC1,QC2,QC3,LipidIon,FattyAcid,Class,IonFormula,RT_LS,mz_LS,mscore,tscore
9.82_756.5562m/z,756.5562,9.82,Accucore_C18_pos,7.7E+07,6.1E+07,1.2E+08,8.5E+07,4.6E+07,7.5E+07,7.6E+07,5.0E+07,3.7E+07,7.8E+07,1.0E+08,1.3E+08,4.8E+07,1.1E+08,9.0E+07,3.6E+07,1.2E+08,6.6E+07,6.4E+07,6.3E+07,PC(16:1/18:2)+H,(16:1/18:2),PC,C42 H79 O8 N1 P1,9.822885722,756.5537835,19.88298959,0.422335653
9.08_756.5560m/z,756.5560,9.08,Accucore_C18_pos,1.6E+07,1.6E+07,3.2E+07,1.5E+07,9.5E+06,1.6E+07,1.6E+07,9.0E+06,9.5E+06,1.8E+07,2.8E+07,2.5E+07,1.1E+07,2.4E+07,1.6E+07,7.7E+06,2.7E+07,1.3E+07,1.5E+07,1.7E+07,PC(16:1/18:2)+H,(16:1/18:2),PC,C42 H79 O8 N1 P1,9.192788049,756.5537835,19.88298959,0.25818268
9.23_800.5450m/z,800.5450,9.23,Accucore_C18_neg,2.1E+06,2.4E+06,3.4E+06,2.0E+06,1.6E+06,2.2E+06,1.9E+06,1.7E+06,1.4E+06,2.3E+06,3.3E+06,3.0E+06,1.9E+06,3.0E+06,2.0E+06,1.4E+06,3.3E+06,2.2E+06,2.2E+06,2.2E+06,PC(16:1/18:2)+HCOO,(16:1/18:2),PC,C43 H79 O10 N1 P1,9.192788049,800.5447105,26.83407708,0.186379489
8.55_754.5403m/z,754.5403,8.55,Accucore_C18_pos,7.3E+07,6.2E+07,1.1E+08,7.6E+07,4.1E+07,7.0E+07,6.9E+07,5.0E+07,3.2E+07,7.5E+07,9.1E+07,1.2E+08,4.6E+07,1.1E+08,8.2E+07,3.4E+07,1.1E+08,5.4E+07,5.6E+07,5.6E+07,PC(16:1/18:3)+H,(16:1/18:3),PC,C42 H77 O8 N1 P1,8.554011135,754.5381335,19.88298959,0.135359656
10.69_754.5405m/z,754.5405,10.69,Accucore_C18_pos,1.8E+07,1.6E+07,2.5E+07,2.0E+07,1.4E+07,2.7E+07,1.7E+07,1.3E+07,1.0E+07,1.5E+07,2.8E+07,4.0E+07,1.4E+07,3.0E+07,2.2E+07,1.0E+07,3.4E+07,1.3E+07,1.3E+07,1.1E+07,PC(16:1/18:3)+H,(16:1/18:3),PC,C42 H77 O8 N1 P1,10.70301547,754.5381335,19.05428625,2.345993656
11.16_754.5404m/z,754.5404,11.16,Accucore_C18_pos,3.8E+07,3.0E+07,5.1E+07,3.6E+07,3.4E+07,4.4E+07,4.0E+07,2.1E+07,2.9E+07,3.0E+07,5.1E+07,5.5E+07,2.7E+07,5.6E+07,4.1E+07,2.2E+07,5.5E+07,2.7E+07,2.7E+07,2.6E+07,PC(16:1/18:3)+H| PE(17:0/20:4)+H,(16:1/18:3)| (17:0/20:4),PC| PE,C42 H77 O8 N1 P1| C42 H77 O8 N1 P1,11.2059503764639| 11.1532254881761,754.53813347| 754.53813347,14.3060965506135| 32.3784410335699,2.66901375086682| 0.254302734915479
8.57_776.5233m/z,776.5233,8.57,Accucore_C18_pos,4.0E+06,3.2E+06,5.8E+06,4.4E+06,2.3E+06,4.0E+06,3.8E+06,2.6E+06,1.9E+06,3.9E+06,5.2E+06,6.7E+06,2.6E+06,6.3E+06,4.4E+06,2.1E+06,6.8E+06,2.8E+06,2.8E+06,2.9E+06,PC(16:1/18:3)+Na| PC(18:4/18:3)+H,(16:1/18:3)| (18:4/18:3),PC| PC,C42 H76 O8 N1 P1 Na1| C44 H75 O8 N1 P1,8.55401113458023| 8.58070866886348,776.52007847| 776.52248347,3.30898995960653| 26.7354537246052,0.145073533114379| 1.40876030068425
16.17_774.6040m/z,774.6040,16.17,Accucore_C18_pos,7.7E+05,6.5E+05,1.2E+06,7.5E+05,5.8E+05,9.4E+05,8.4E+05,4.2E+05,5.0E+05,6.6E+05,1.2E+06,1.3E+06,4.8E+05,1.0E+06,8.0E+05,4.2E+05,1.2E+06,5.2E+05,4.7E+05,4.4E+05,PC(16:1/19:0)+H,(16:1/19:0),PC,C43 H85 O8 N1 P1,16.25180829,774.6007335,6.253829217,3.403032007
8.77_802.5373m/z,802.5373,8.77,Accucore_C18_pos,1.5E+07,1.6E+07,1.8E+07,1.3E+07,1.3E+07,1.6E+07,1.4E+07,1.2E+07,1.2E+07,1.6E+07,1.8E+07,1.6E+07,1.4E+07,1.7E+07,1.3E+07,1.1E+07,1.8E+07,7.8E+06,7.6E+06,7.7E+06,PC(16:1/20:4)+Na,(16:1/20:4),PC,C44 H78 O8 N1 P1 Na1,8.788227551,802.5357285,24.97050616,0.047934875
8.53_778.5389m/z,778.5389,8.53,Accucore_C18_pos,8.2E+06,6.2E+06,1.0E+07,8.2E+06,7.2E+06,8.3E+06,8.7E+06,4.7E+06,5.8E+06,7.1E+06,9.7E+06,8.4E+06,5.2E+06,1.0E+07,8.6E+06,5.1E+06,9.0E+06,7.2E+06,7.5E+06,7.7E+06,PC(16:1/20:5)+H,(16:1/20:5),PC,C44 H77 O8 N1 P1,8.553456509,778.5381335,19.88298959,0.472962762
8.07_778.5407m/z,778.5407,8.07,Accucore_C18_pos,2.0E+06,2.9E+06,5.2E+06,1.5E+06,1.4E+06,2.0E+06,2.0E+06,1.4E+06,1.5E+06,2.8E+06,4.4E+06,2.7E+06,2.0E+06,2.6E+06,1.4E+06,1.3E+06,3.5E+06,2.2E+06,2.4E+06,2.4E+06,PC(16:1/20:5)+H,(16:1/20:5),PC,C44 H77 O8 N1 P1,8.069944011,778.5381335,19.88298959,0.116809697
9.83_778.5392m/z,778.5392,9.83,Accucore_C18_pos,5.9E+06,5.8E+06,7.2E+06,6.0E+06,5.0E+06,7.1E+06,5.0E+06,4.7E+06,3.9E+06,4.9E+06,8.0E+06,8.4E+06,4.8E+06,7.9E+06,6.1E+06,4.1E+06,8.6E+06,2.4E+06,2.4E+06,2.3E+06,PC(16:1/20:5)+H| PE(17:0/22:6)+H,(16:1/20:5)| (17:0/22:6),PC| PE,C44 H77 O8 N1 P1| C44 H77 O8 N1 P1,9.61249420240385| 9.61,778.53813347| 778.53813347,25.3432345798061| 17.6883655432719,1.67652042839195| 1.01375303982153
8.07_800.5222m/z,800.5222,8.07,Accucore_C18_pos,7.5E+05,8.2E+05,1.6E+06,6.3E+05,7.4E+05,7.5E+05,8.7E+05,3.1E+05,5.6E+05,9.8E+05,1.8E+06,8.5E+05,5.3E+05,7.5E+05,6.4E+05,3.4E+05,1.1E+06,9.8E+05,1.0E+06,1.1E+06,PC(16:1/20:5)+Na| PC(18:4/20:5)+H,(16:1/20:5)| (18:4/20:5),PC| PC,C44 H76 O8 N1 P1 Na1| C46 H75 O8 N1 P1,8.06994401061302| 8.06866561848579,800.52007847| 800.52248347,7.31084518092487| 6.82141997525499,0.148958697403137| 1.18149274385524
8.41_800.5221m/z,800.5221,8.41,Accucore_C18_pos,4.4E+05,3.1E+05,6.0E+05,4.6E+05,3.7E+05,4.3E+05,5.2E+05,2.0E+05,3.0E+05,4.4E+05,6.6E+05,4.3E+05,2.5E+05,5.7E+05,5.2E+05,2.1E+05,4.8E+05,4.0E+05,4.1E+05,4.4E+05,PC(16:1/20:5)+Na| PC(18:4/20:5)+H,(16:1/20:5)| (18:4/20:5),PC| PC,C44 H76 O8 N1 P1 Na1| C46 H75 O8 N1 P1,8.5534565092098| 8.46464187931504,800.52007847| 800.52248347,7.61751149311876| 19.0518371243548,0.505595283744416| 1.48324107718857
15.57_802.6356m/z,802.6356,15.57,Accucore_C18_pos,1.9E+04,1.8E+04,3.0E+04,1.5E+04,1.2E+04,2.5E+04,1.9E+04,1.1E+04,1.9E+04,2.4E+04,3.2E+04,3.6E+04,1.6E+04,2.5E+04,1.3E+04,1.0E+04,4.1E+04,1.9E+04,8.8E+03,0.0E+00,PC(16:1/21:0)+H,(16:1/21:0),PC,C45 H89 O8 N1 P1,15.2,802.6320335,8.767177294,0.140276617
14.90_802.6349m/z,802.6349,14.90,Accucore_C18_pos,1.7E+06,1.6E+06,2.6E+06,1.6E+06,1.2E+06,1.9E+06,2.1E+06,9.8E+05,1.3E+06,1.6E+06,2.7E+06,3.3E+06,1.1E+06,2.3E+06,1.8E+06,9.9E+05,3.4E+06,1.9E+06,1.7E+06,1.8E+06,PC(16:1/21:0)+H| PC(16:1/21:0)+H,(16:1/21:0)| (16:1/21:0),PC| PC,C45 H89 O8 N1 P1| C45 H89 O8 N1 P1,14.9123271318512| 15.2,802.63203347| 802.63203347,18.3838162582671| 8.7671772942266,0.177793043887709| 0.14027661729202
8.51_848.5448m/z,848.5448,8.51,Accucore_C18_neg,3.4E+06,3.0E+06,5.3E+06,3.1E+06,2.6E+06,3.3E+06,3.6E+06,2.1E+06,2.5E+06,3.7E+06,4.9E+06,4.0E+06,2.5E+06,4.7E+06,3.4E+06,2.0E+06,4.5E+06,3.6E+06,3.5E+06,3.6E+06,PC(16:1/22:6)+HCOO| PS(19:0/22:6)-H,(16:1/22:6)| (19:0/22:6),PC| PS,C47 H79 O10 N1 P1| C47 H79 O10 N1 P1,8.54216536008524| 8.44963374086519,848.544710529999| 848.544710529999,26.627516601629| 3.62611704126526,0.220496969540687| 3.16708454256784
8.57_826.5371m/z,826.5371,8.57,Accucore_C18_pos,1.1E+07,8.9E+06,1.6E+07,1.1E+07,8.6E+06,1.2E+07,1.1E+07,6.9E+06,7.5E+06,1.1E+07,1.6E+07,1.3E+07,7.9E+06,1.7E+07,1.0E+07,6.3E+06,1.7E+07,8.3E+06,8.8E+06,8.3E+06,PC(16:1/22:6)+Na,(16:1/22:6),PC,C46 H78 O8 N1 P1 Na1,8.54216536,826.5357285,17.67645065,0.150191322
14.02_840.6503m/z,840.6503,14.02,Accucore_C18_pos,1.4E+06,1.2E+06,2.5E+06,1.6E+06,7.5E+05,1.4E+06,1.5E+06,8.0E+05,6.2E+05,1.5E+06,2.2E+06,3.1E+06,7.9E+05,2.1E+06,1.4E+06,6.4E+05,2.7E+06,1.3E+06,1.4E+06,1.4E+06,PC(16:1/24:2)+H,(16:1/24:2),PC,C48 H91 O8 N1 P1,13.98317098,840.6476835,11.12937,1.041470209
14.92_840.6501m/z,840.6501,14.92,Accucore_C18_pos,1.4E+05,1.8E+05,1.8E+05,1.3E+05,9.0E+04,1.1E+05,1.5E+05,7.3E+04,5.7E+04,1.1E+05,3.2E+05,3.3E+05,7.5E+04,1.9E+05,1.4E+05,8.5E+04,3.3E+05,2.1E+05,1.8E+05,1.6E+05,PC(16:1/24:2)+H,(16:1/24:2),PC,C48 H91 O8 N1 P1,14.92426824,840.6476835,6.720117359,0.387579021
15.10_840.6502m/z,840.6502,15.10,Accucore_C18_pos,9.3E+03,8.8E+03,1.7E+04,9.6E+03,6.9E+03,8.3E+03,1.1E+04,7.4E+03,4.3E+03,9.1E+03,2.3E+04,2.3E+04,6.2E+03,1.3E+04,9.6E+03,6.3E+03,2.1E+04,1.8E+04,1.4E+04,8.4E+03,PC(16:1/24:2)+H,(16:1/24:2),PC,C48 H91 O8 N1 P1,14.92426824,840.6476835,6.720117359,0.387579021
15.13_840.6509m/z,840.6509,15.13,Accucore_C18_pos,4.7E+03,4.0E+03,1.0E+04,5.0E+03,4.1E+03,3.6E+03,6.0E+03,3.9E+03,2.1E+03,5.7E+03,1.1E+04,1.3E+04,3.4E+03,9.3E+03,4.4E+03,3.5E+03,1.2E+04,6.8E+03,7.8E+03,5.1E+03,PC(16:1/24:2)+H,(16:1/24:2),PC,C48 H91 O8 N1 P1,14.92426824,840.6476835,6.720117359,0.387579021
12.94_718.5775m/z,718.5775,12.94,Accucore_C18_pos,2.1E+07,1.9E+07,3.2E+07,2.1E+07,1.3E+07,2.0E+07,2.1E+07,1.2E+07,1.0E+07,2.2E+07,2.9E+07,2.7E+07,1.3E+07,2.7E+07,2.2E+07,1.0E+07,3.0E+07,1.5E+07,1.5E+07,1.5E+07,PC(16:1e/16:0)+H,(16:1e/16:0),PC,C40 H81 O7 N1 P1,12.9524648,718.5745185,19.88298959,1.944820105
12.84_762.5672m/z,762.5672,12.84,Accucore_C18_neg,1.2E+06,1.2E+06,1.6E+06,1.3E+06,8.7E+05,1.0E+06,1.2E+06,8.9E+05,8.0E+05,1.3E+06,1.3E+06,1.2E+06,9.0E+05,1.3E+06,1.3E+06,8.3E+05,1.3E+06,9.9E+05,9.6E+05,9.5E+05,PC(16:1e/16:0)+HCOO,(16:1e/16:0),PC,C41 H81 O9 N1 P1,12.9524648,762.5654455,19.04291014,2.071750448
9.15_790.5766m/z,790.5766,9.15,Accucore_C18_pos,1.3E+06,9.8E+05,2.7E+06,1.2E+06,8.0E+05,1.3E+06,1.4E+06,6.9E+05,8.6E+05,1.4E+06,2.0E+06,1.9E+06,7.5E+05,2.0E+06,1.3E+06,5.7E+05,2.2E+06,8.2E+05,8.5E+05,9.7E+05,PC(16:1e/22:6)+H,(16:1e/22:6),PC,C46 H81 O7 N1 P1,9.146297958,790.5745185,16.2304057,0.252598014
12.89_774.6030m/z,774.6030,12.89,Accucore_C18_pos,3.2E+08,2.0E+08,4.1E+08,3.0E+08,2.4E+08,3.7E+08,3.4E+08,1.5E+08,2.0E+08,2.5E+08,3.8E+08,4.6E+08,1.9E+08,4.0E+08,3.5E+08,1.6E+08,4.0E+08,2.2E+08,2.2E+08,2.2E+08,PC(17:0/18:1)+H,(17:0/18:1),PC,C43 H85 O8 N1 P1,12.87441705,774.6007335,19.88298959,0.116980581
12.77_818.5931m/z,818.5931,12.77,Accucore_C18_neg,2.1E+07,1.5E+07,2.4E+07,2.2E+07,2.0E+07,2.3E+07,2.5E+07,1.3E+07,1.9E+07,1.8E+07,2.1E+07,2.6E+07,1.6E+07,2.4E+07,2.5E+07,1.5E+07,2.2E+07,1.7E+07,1.7E+07,1.6E+07,PC(17:0/18:1)+HCOO,(17:0/18:1),PC,C44 H85 O10 N1 P1,12.87441705,818.5916605,27.19309377,0.564322543
12.86_796.5856m/z,796.5856,12.86,Accucore_C18_pos,5.0E+07,3.7E+07,5.4E+07,5.0E+07,4.6E+07,5.3E+07,5.4E+07,3.2E+07,4.1E+07,4.3E+07,5.1E+07,5.9E+07,3.8E+07,5.4E+07,5.5E+07,3.4E+07,5.2E+07,2.4E+07,2.3E+07,2.3E+07,PC(17:0/18:1)+Na| PC(17:0/20:4)+H,(17:0/18:1)| (17:0/20:4),PC| PC,C43 H84 O8 N1 P1 Na1| C45 H83 O8 N1 P1,12.8744170510494| 12.8571822027734,796.58267847| 796.58508347,34.1944396866309| 23.2589138404181,0.0557192535531723| 1.95342428169569
15.14_772.5876m/z,772.5876,15.14,Accucore_C18_pos,2.9E+03,2.1E+03,1.0E+04,3.2E+03,8.6E+02,5.4E+03,1.5E+03,2.1E+03,3.5E+02,1.8E+03,1.5E+04,1.4E+04,3.2E+03,9.0E+03,2.5E+03,6.5E+02,1.2E+04,3.9E+03,2.6E+03,5.1E+03,PC(17:0/18:2)+H| PE(18:0/20:2)+H,(17:0/18:2)| (18:0/20:2),PC| PE,C43 H83 O8 N1 P1| C43 H83 O8 N1 P1,14.878| 14.9092031883665,772.58508347| 772.58508347,13.6935067935622| 34.1968432558902,3.61812659585091| 0.319361821214695
12.40_798.6031m/z,798.6031,12.40,Accucore_C18_pos,2.3E+07,1.3E+07,3.4E+07,2.3E+07,1.4E+07,2.4E+07,2.2E+07,1.1E+07,9.6E+06,1.7E+07,2.9E+07,4.6E+07,1.3E+07,3.1E+07,2.5E+07,8.1E+06,3.4E+07,1.5E+07,1.6E+07,1.8E+07,PC(17:0/20:3)+H,(17:0/20:3),PC,C45 H85 O8 N1 P1,12.38786713,798.6007335,19.88298959,0.406713997
12.32_842.5930m/z,842.5930,12.32,Accucore_C18_neg,2.3E+06,1.6E+06,3.0E+06,2.4E+06,1.8E+06,2.3E+06,2.4E+06,1.5E+06,1.6E+06,2.2E+06,2.5E+06,3.6E+06,1.8E+06,2.7E+06,2.6E+06,1.4E+06,2.7E+06,2.0E+06,1.9E+06,1.9E+06,PC(17:0/20:3)+HCOO| PS(18:1/22:1)-H,(17:0/20:3)| (18:1/22:1),PC| PS,C46 H85 O10 N1 P1| C46 H85 O10 N1 P1,12.3878671267028| 12.312,842.59166053| 842.591660529999,16.4226737430996| 3.64180750280657,0.788639343483686| 4.27993031797417
10.94_796.5867m/z,796.5867,10.94,Accucore_C18_pos,3.2E+07,2.3E+07,4.0E+07,3.3E+07,2.9E+07,3.0E+07,4.0E+07,2.0E+07,3.0E+07,2.9E+07,3.3E+07,4.0E+07,2.4E+07,3.6E+07,3.5E+07,2.4E+07,3.6E+07,2.2E+07,2.2E+07,2.1E+07,PC(17:0/20:4)+H,(17:0/20:4),PC,C45 H83 O8 N1 P1,10.94185756,796.5850835,19.88298959,0.162640126
10.82_840.5767m/z,840.5767,10.82,Accucore_C18_neg,1.7E+06,1.3E+06,2.0E+06,1.9E+06,1.7E+06,1.5E+06,2.1E+06,1.1E+06,1.7E+06,1.6E+06,1.6E+06,2.2E+06,1.3E+06,2.1E+06,1.8E+06,1.3E+06,1.7E+06,1.4E+06,1.4E+06,1.4E+06,PC(17:0/20:4)+HCOO,(17:0/20:4),PC,C46 H83 O10 N1 P1,10.94185756,840.5760105,30.45975336,0.381733759
13.88_826.6347m/z,826.6347,13.88,Accucore_C18_pos,6.3E+05,3.8E+05,1.0E+06,6.5E+05,3.8E+05,6.2E+05,7.0E+05,3.0E+05,2.8E+05,5.2E+05,8.0E+05,1.4E+06,3.5E+05,9.1E+05,7.4E+05,2.6E+05,1.0E+06,6.6E+05,6.4E+05,6.3E+05,PC(17:0/22:3)+H,(17:0/22:3),PC,C47 H89 O8 N1 P1,13.84135882,826.6320335,16.94768945,0.302232881
12.96_826.6352m/z,826.6352,12.96,Accucore_C18_pos,5.9E+05,3.7E+05,9.5E+05,6.3E+05,3.9E+05,5.3E+05,7.0E+05,3.6E+05,3.9E+05,6.4E+05,5.9E+05,1.1E+06,3.7E+05,7.6E+05,5.9E+05,2.6E+05,9.1E+05,3.6E+05,3.7E+05,4.3E+05,PC(17:0/22:3)+H,(17:0/22:3),PC,C47 H89 O8 N1 P1,12.954,826.6320335,6.031300374,0.885657203
13.42_826.6339m/z,826.6339,13.42,Accucore_C18_pos,5.8E+05,2.7E+05,8.4E+05,8.9E+05,4.1E+05,5.9E+05,8.1E+05,2.8E+05,3.9E+05,5.6E+05,5.0E+05,1.4E+06,3.2E+05,8.7E+05,9.7E+05,2.7E+05,8.6E+05,4.5E+05,4.5E+05,4.4E+05,PC(17:0/22:3)+H,(17:0/22:3),PC,C47 H89 O8 N1 P1,13.41355716,826.6320335,11.67887463,0.813040548
10.47_820.5869m/z,820.5869,10.47,Accucore_C18_pos,5.5E+06,3.4E+06,6.7E+06,5.8E+06,5.6E+06,5.3E+06,7.4E+06,3.2E+06,5.7E+06,5.1E+06,5.4E+06,5.5E+06,3.9E+06,6.7E+06,6.3E+06,3.7E+06,5.4E+06,3.6E+06,4.5E+06,4.5E+06,PC(17:0/22:6)+H,(17:0/22:6),PC,C47 H83 O8 N1 P1,10.47944558,820.5850835,19.88298959,0.131292891
9.92_820.5867m/z,820.5867,9.92,Accucore_C18_pos,3.6E+06,1.9E+06,3.6E+06,3.5E+06,3.8E+06,3.3E+06,4.5E+06,1.5E+06,3.3E+06,2.8E+06,3.6E+06,4.0E+06,2.1E+06,3.6E+06,4.1E+06,2.0E+06,3.6E+06,2.5E+06,2.3E+06,2.1E+06,PC(17:0/22:6)+H,(17:0/22:6),PC,C47 H83 O8 N1 P1,9.933448208,820.5850835,19.5619416,0.382715442
9.46_820.5871m/z,820.5871,9.46,Accucore_C18_pos,3.1E+06,3.1E+06,5.8E+06,2.0E+06,3.2E+06,3.6E+06,3.5E+06,1.6E+06,2.8E+06,2.7E+06,5.5E+06,4.3E+06,2.6E+06,3.4E+06,2.2E+06,1.9E+06,4.8E+06,2.2E+06,2.4E+06,2.4E+06,PC(17:0/22:6)+H,(17:0/22:6),PC,C47 H83 O8 N1 P1,9.436007587,820.5850835,17.1002093,0.653148109
10.90_772.5872m/z,772.5872,10.90,Accucore_C18_pos,2.7E+08,2.2E+08,3.9E+08,2.4E+08,2.0E+08,3.1E+08,2.8E+08,1.8E+08,1.9E+08,2.7E+08,3.3E+08,3.9E+08,2.1E+08,3.3E+08,2.7E+08,1.5E+08,3.8E+08,1.9E+08,2.0E+08,1.9E+08,PC(17:1/18:1)+H,(17:1/18:1),PC,C43 H83 O8 N1 P1,10.86821499,772.5850835,19.88298959,0.351902244
10.82_816.5773m/z,816.5773,10.82,Accucore_C18_neg,1.6E+07,1.4E+07,2.2E+07,1.5E+07,1.3E+07,1.8E+07,1.7E+07,1.1E+07,1.2E+07,1.6E+07,1.9E+07,2.2E+07,1.3E+07,1.9E+07,1.6E+07,9.8E+06,2.0E+07,1.3E+07,1.3E+07,1.3E+07,PC(17:1/18:1)+HCOO| PS(20:0/18:1)-H,(17:1/18:1)| (20:0/18:1),PC| PS,C44 H83 O10 N1 P1| C44 H83 O10 N1 P1,10.8682149911719| 10.756,816.57601053| 816.57601053,28.8698880426686| 6.21718876503631,0.316025266005326| 5.1645960670834
10.00_770.5719m/z,770.5719,10.00,Accucore_C18_pos,2.2E+07,1.6E+07,3.0E+07,2.2E+07,1.7E+07,2.0E+07,2.5E+07,1.4E+07,1.8E+07,2.2E+07,2.3E+07,3.1E+07,1.7E+07,2.5E+07,2.3E+07,1.3E+07,2.8E+07,1.6E+07,1.6E+07,1.6E+07,PC(17:1/18:2)+H,(17:1/18:2),PC,C43 H81 O8 N1 P1,9.94483272,770.5694335,19.88298959,0.264971109
13.59_770.5712m/z,770.5712,13.59,Accucore_C18_pos,1.3E+08,1.3E+08,2.5E+08,1.3E+08,8.6E+07,1.8E+08,1.1E+08,7.4E+07,5.5E+07,1.1E+08,2.6E+08,3.0E+08,8.6E+07,2.4E+08,1.4E+08,5.8E+07,2.7E+08,1.2E+08,1.2E+08,1.2E+08,PC(17:1/18:2)+H| PE(18:0/20:3)+H,(17:1/18:2)| (18:0/20:3),PC| PE,C43 H81 O8 N1 P1| C43 H81 O8 N1 P1,13.518| 13.5445236175602,770.56943347| 770.56943347,17.423298737871| 44.702112391591,3.06652760717238| 0.0497491460472456
10.54_796.5869m/z,796.5869,10.54,Accucore_C18_pos,4.2E+07,3.0E+07,5.8E+07,4.4E+07,2.8E+07,4.1E+07,4.6E+07,2.7E+07,2.5E+07,4.1E+07,4.9E+07,7.8E+07,3.1E+07,5.1E+07,4.5E+07,2.0E+07,6.2E+07,2.9E+07,3.1E+07,3.1E+07,PC(17:1/20:3)+H,(17:1/20:3),PC,C45 H83 O8 N1 P1,10.534294,796.5850835,19.88298959,0.263713207
10.44_840.5776m/z,840.5776,10.44,Accucore_C18_neg,1.6E+06,1.1E+06,2.0E+06,1.6E+06,1.1E+06,1.4E+06,1.5E+06,1.1E+06,9.6E+05,1.6E+06,1.6E+06,2.7E+06,1.3E+06,1.8E+06,1.7E+06,8.6E+05,2.1E+06,1.3E+06,1.2E+06,1.2E+06,PC(17:1/20:3)+HCOO,(17:1/20:3),PC,C46 H83 O10 N1 P1,10.534294,840.5760105,8.756467951,0.051988241
9.41_794.5714m/z,794.5714,9.41,Accucore_C18_pos,5.1E+07,3.8E+07,7.7E+07,5.0E+07,4.2E+07,4.8E+07,6.5E+07,3.1E+07,4.4E+07,5.2E+07,6.0E+07,6.9E+07,4.0E+07,6.1E+07,5.5E+07,3.2E+07,6.7E+07,4.0E+07,4.2E+07,4.2E+07,PC(17:1/20:4)+H,(17:1/20:4),PC,C45 H81 O8 N1 P1,9.412568568,794.5694335,20.9454927,0.298117869
9.34_838.5612m/z,838.5612,9.34,Accucore_C18_neg,2.2E+06,1.8E+06,2.8E+06,2.1E+06,2.1E+06,2.1E+06,2.6E+06,1.4E+06,2.1E+06,2.2E+06,2.5E+06,2.7E+06,2.0E+06,2.6E+06,2.3E+06,1.9E+06,2.6E+06,1.8E+06,1.8E+06,1.8E+06,PC(17:1/20:4)+HCOO| PS(20:0/20:4)-H,(17:1/20:4)| (20:0/20:4),PC| PS,C46 H81 O10 N1 P1| C46 H81 O10 N1 P1,9.41256856813823| 9.32008768258036,838.560360529999| 838.560360529999,21.7446815972476| 4.73913461238011,0.083666070344103| 3.9525045138037
9.04_818.5712m/z,818.5712,9.04,Accucore_C18_pos,7.7E+06,4.8E+06,1.2E+07,7.2E+06,6.1E+06,7.2E+06,1.0E+07,4.0E+06,6.1E+06,8.1E+06,9.6E+06,1.0E+07,5.0E+06,1.1E+07,8.4E+06,3.7E+06,1.1E+07,6.5E+06,6.8E+06,7.0E+06,PC(17:1/22:6)+H,(17:1/22:6),PC,C47 H81 O8 N1 P1,9.028712079,818.5694335,19.88298959,0.049858074
14.12_762.6033m/z,762.6033,14.12,Accucore_C18_pos,3.4E+07,3.5E+07,5.5E+07,3.2E+07,2.2E+07,3.6E+07,3.3E+07,2.1E+07,1.8E+07,3.7E+07,5.2E+07,5.4E+07,2.2E+07,4.7E+07,3.2E+07,1.8E+07,5.7E+07,3.2E+07,3.2E+07,3.2E+07,PC(18:0/16:0)+H| PC(15:0/19:0)+H,(18:0/16:0)| (15:0/19:0),PC| PC,C42 H85 O8 N1 P1| C42 H85 O8 N1 P1,14.1061821646866| 14.1363044236649,762.60073347| 762.60073347,19.8829895933128| 12.8020603830949,0.868797425849379| 1.53520824945431
14.03_806.5930m/z,806.5930,14.03,Accucore_C18_neg,4.3E+06,4.7E+06,5.4E+06,4.3E+06,3.3E+06,4.1E+06,4.2E+06,3.3E+06,2.9E+06,4.9E+06,4.8E+06,4.7E+06,3.4E+06,4.8E+06,4.0E+06,3.0E+06,5.0E+06,3.7E+06,3.7E+06,3.6E+06,PC(18:0/16:0)+HCOO,(18:0/16:0),PC,C43 H85 O10 N1 P1,14.10618216,806.5916605,28.72723787,1.353044598
12.36_808.5860m/z,808.5860,12.36,Accucore_C18_pos,7.6E+06,8.1E+06,8.9E+06,7.7E+06,6.9E+06,7.1E+06,7.4E+06,7.6E+06,6.6E+06,8.8E+06,8.3E+06,7.8E+06,7.9E+06,7.1E+06,7.0E+06,6.5E+06,8.3E+06,2.6E+06,2.7E+06,2.8E+06,PC(18:0/18:2)+Na| PC(18:1/20:4)+H,(18:0/18:2)| (18:1/20:4),PC| PC,C44 H84 O8 N1 P1 Na1| C46 H83 O8 N1 P1,12.4191315194351| 12.378,808.58267847| 808.58508347,27.4853642706603| 16.293405254737,0.11861522884648| 2.12588714963954
13.42_812.6181m/z,812.6181,13.42,Accucore_C18_pos,2.7E+07,2.4E+07,5.5E+07,2.9E+07,1.6E+07,3.1E+07,2.5E+07,1.6E+07,9.7E+06,2.6E+07,5.2E+07,6.7E+07,1.7E+07,4.1E+07,2.8E+07,1.1E+07,5.2E+07,2.5E+07,2.6E+07,2.8E+07,PC(18:0/20:3)+H,(18:0/20:3),PC,C46 H87 O8 N1 P1,13.42164522,812.6163835,21.28496686,0.124427426
