peak,cell,es,se,pv
993.8,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
993.8,other,0.500404027410497,0.546040128588395,0.359444793583622
993.9,both,-0.500404027410497,0.546040128588395,0.359444793583622
993.9,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
993.9,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
993.9,other,0.500404027410497,0.546040128588395,0.359444793583622
994.1,both,-0.500404027410497,0.546040128588395,0.359444793583622
994.1,gfap,0.500404027410497,0.546040128588395,0.359444793583622
994.1,ki67,0.500404027410497,0.546040128588395,0.359444793583622
994.5,other,-0.500404027410497,0.546040128588395,0.359444793583622
994.6,both,0.500404027410497,0.546040128588395,0.359444793583622
994.6,ki67,0.500404027410497,0.546040128588395,0.359444793583622
994.6,other,-0.500404027410497,0.546040128588395,0.359444793583622
994.9,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
995.1,both,-0.500404027410497,0.546040128588395,0.359444793583622
995.1,gfap,0.500404027410497,0.546040128588395,0.359444793583622
995.1,ki67,0.500404027410497,0.546040128588395,0.359444793583622
995.1,other,-0.500404027410497,0.546040128588395,0.359444793583622
995.4,both,-0.500404027410497,0.546040128588395,0.359444793583622
995.4,gfap,0.500404027410497,0.546040128588395,0.359444793583622
995.5,gfap,0.500404027410497,0.546040128588395,0.359444793583622
995.5,ki67,0.500404027410497,0.546040128588395,0.359444793583622
995.5,other,-0.500404027410497,0.546040128588395,0.359444793583622
995.8,gfap,0.500404027410497,0.546040128588395,0.359444793583622
995.8,ki67,0.500404027410497,0.546040128588395,0.359444793583622
995.9,gfap,0.500404027410497,0.546040128588395,0.359444793583622
996.2,both,0.500404027410497,0.546040128588395,0.359444793583622
996.2,gfap,0.500404027410497,0.546040128588395,0.359444793583622
996.2,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
996.2,other,-0.500404027410497,0.546040128588395,0.359444793583622
996.4,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
996.4,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
996.5,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
996.5,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
997,both,0.500404027410497,0.546040128588395,0.359444793583622
997,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
997,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
997,other,0.500404027410497,0.546040128588395,0.359444793583622
997.3,both,0.500404027410497,0.546040128588395,0.359444793583622
997.5,both,-0.500404027410497,0.546040128588395,0.359444793583622
997.5,gfap,0.500404027410497,0.546040128588395,0.359444793583622
997.5,other,0.500404027410497,0.546040128588395,0.359444793583622
997.7,both,0.500404027410497,0.546040128588395,0.359444793583622
997.7,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
997.7,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
997.7,other,0.500404027410497,0.546040128588395,0.359444793583622
997.8,both,-0.500404027410497,0.546040128588395,0.359444793583622
997.8,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
997.8,other,0.500404027410497,0.546040128588395,0.359444793583622
997.9,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
997.9,ki67,0.500404027410497,0.546040128588395,0.359444793583622
997.9,other,0.500404027410497,0.546040128588395,0.359444793583622
998.2,both,0.500404027410497,0.546040128588395,0.359444793583622
998.2,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
998.2,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
998.2,other,0.500404027410497,0.546040128588395,0.359444793583622
998.4,both,-0.500404027410497,0.546040128588395,0.359444793583622
998.4,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
998.4,other,0.500404027410497,0.546040128588395,0.359444793583622
998.6,both,0.500404027410497,0.546040128588395,0.359444793583622
998.6,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
998.6,ki67,0.500404027410497,0.546040128588395,0.359444793583622
998.6,other,0.500404027410497,0.546040128588395,0.359444793583622
998.7,both,0.500404027410497,0.546040128588395,0.359444793583622
998.7,gfap,0.500404027410497,0.546040128588395,0.359444793583622
998.7,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
998.7,other,0.500404027410497,0.546040128588395,0.359444793583622
998.9,both,-0.500404027410497,0.546040128588395,0.359444793583622
998.9,ki67,0.500404027410497,0.546040128588395,0.359444793583622
998.9,other,-0.500404027410497,0.546040128588395,0.359444793583622
999.8,other,-0.500404027410497,0.546040128588395,0.359444793583622
161.3,other,0.500404027410497,0.546040128588395,0.359444793583622
182.7,both,-0.500404027410497,0.546040128588395,0.359444793583622
185.7,both,-0.500404027410497,0.546040128588395,0.359444793583622
208.5,other,-0.500404027410497,0.546040128588395,0.359444793583622
234,both,-0.500404027410497,0.546040128588395,0.359444793583622
234,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
234.8,other,-0.500404027410497,0.546040128588395,0.359444793583622
245.7,gfap,0.500404027410497,0.546040128588395,0.359444793583622
248.7,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
252.8,both,0.500404027410497,0.546040128588395,0.359444793583622
252.8,other,0.500404027410497,0.546040128588395,0.359444793583622
252.9,other,0.500404027410497,0.546040128588395,0.359444793583622
258.2,other,0.500404027410497,0.546040128588395,0.359444793583622
260.6,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
261.4,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
265.5,both,0.500404027410497,0.546040128588395,0.359444793583622
267.4,other,0.500404027410497,0.546040128588395,0.359444793583622
267.7,both,0.500404027410497,0.546040128588395,0.359444793583622
283.4,other,-0.500404027410497,0.546040128588395,0.359444793583622
285.4,other,-0.500404027410497,0.546040128588395,0.359444793583622
285.5,both,-0.500404027410497,0.546040128588395,0.359444793583622
286.5,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
286.5,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
289.3,both,-0.500404027410497,0.546040128588395,0.359444793583622
289.8,both,-0.500404027410497,0.546040128588395,0.359444793583622
290.3,other,0.500404027410497,0.546040128588395,0.359444793583622
290.6,other,-0.500404027410497,0.546040128588395,0.359444793583622
291.3,gfap,0.500404027410497,0.546040128588395,0.359444793583622
292,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
292.6,ki67,0.500404027410497,0.546040128588395,0.359444793583622
293,both,-0.500404027410497,0.546040128588395,0.359444793583622
293.5,gfap,0.500404027410497,0.546040128588395,0.359444793583622
293.5,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
295.4,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
295.4,other,0.500404027410497,0.546040128588395,0.359444793583622
296,other,0.500404027410497,0.546040128588395,0.359444793583622
296.4,both,0.500404027410497,0.546040128588395,0.359444793583622
296.4,gfap,0.500404027410497,0.546040128588395,0.359444793583622
296.4,other,0.500404027410497,0.546040128588395,0.359444793583622
296.9,both,0.500404027410497,0.546040128588395,0.359444793583622
297.6,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
297.6,ki67,0.500404027410497,0.546040128588395,0.359444793583622
298.3,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
300.9,both,-0.500404027410497,0.546040128588395,0.359444793583622
302.6,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
302.8,other,0.500404027410497,0.546040128588395,0.359444793583622
303.8,ki67,0.500404027410497,0.546040128588395,0.359444793583622
303.9,gfap,0.500404027410497,0.546040128588395,0.359444793583622
305.4,other,-0.500404027410497,0.546040128588395,0.359444793583622
307.4,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
310.4,ki67,0.500404027410497,0.546040128588395,0.359444793583622
310.9,other,-0.500404027410497,0.546040128588395,0.359444793583622
311.7,other,-0.500404027410497,0.546040128588395,0.359444793583622
311.9,both,-0.500404027410497,0.546040128588395,0.359444793583622
312.3,gfap,0.500404027410497,0.546040128588395,0.359444793583622
312.7,gfap,0.500404027410497,0.546040128588395,0.359444793583622
313.8,ki67,0.500404027410497,0.546040128588395,0.359444793583622
314.8,other,-0.500404027410497,0.546040128588395,0.359444793583622
316,both,0.500404027410497,0.546040128588395,0.359444793583622
316,other,-0.500404027410497,0.546040128588395,0.359444793583622
316.5,other,0.500404027410497,0.546040128588395,0.359444793583622
319,both,-0.500404027410497,0.546040128588395,0.359444793583622
319,other,-0.500404027410497,0.546040128588395,0.359444793583622
321.4,gfap,0.500404027410497,0.546040128588395,0.359444793583622
321.9,other,-0.500404027410497,0.546040128588395,0.359444793583622
322,gfap,0.500404027410497,0.546040128588395,0.359444793583622
322,ki67,0.500404027410497,0.546040128588395,0.359444793583622
323.5,both,0.500404027410497,0.546040128588395,0.359444793583622
323.8,other,-0.500404027410497,0.546040128588395,0.359444793583622
323.9,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
325.7,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
327.1,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
328.4,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
328.7,other,0.500404027410497,0.546040128588395,0.359444793583622
330.5,gfap,0.500404027410497,0.546040128588395,0.359444793583622
331.1,gfap,0.500404027410497,0.546040128588395,0.359444793583622
331.4,gfap,0.500404027410497,0.546040128588395,0.359444793583622
331.6,both,-0.500404027410497,0.546040128588395,0.359444793583622
333,both,-0.500404027410497,0.546040128588395,0.359444793583622
334.9,ki67,0.500404027410497,0.546040128588395,0.359444793583622
335.4,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
336.5,both,0.500404027410497,0.546040128588395,0.359444793583622
337.7,both,0.500404027410497,0.546040128588395,0.359444793583622
337.7,other,-0.500404027410497,0.546040128588395,0.359444793583622
340.3,both,-0.500404027410497,0.546040128588395,0.359444793583622
342.1,both,-0.500404027410497,0.546040128588395,0.359444793583622
345,ki67,0.500404027410497,0.546040128588395,0.359444793583622
346.5,gfap,0.500404027410497,0.546040128588395,0.359444793583622
347.4,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
348.1,both,0.500404027410497,0.546040128588395,0.359444793583622
348.1,other,-0.500404027410497,0.546040128588395,0.359444793583622
349.8,ki67,0.500404027410497,0.546040128588395,0.359444793583622
350.9,other,-0.500404027410497,0.546040128588395,0.359444793583622
351.7,ki67,0.500404027410497,0.546040128588395,0.359444793583622
352.8,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
353.4,gfap,0.500404027410497,0.546040128588395,0.359444793583622
353.5,both,-0.500404027410497,0.546040128588395,0.359444793583622
354.8,other,0.500404027410497,0.546040128588395,0.359444793583622
356.6,both,-0.500404027410497,0.546040128588395,0.359444793583622
357.5,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
357.8,both,-0.500404027410497,0.546040128588395,0.359444793583622
357.8,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
358.4,other,-0.500404027410497,0.546040128588395,0.359444793583622
358.8,both,0.500404027410497,0.546040128588395,0.359444793583622
358.8,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
358.8,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
359.9,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
359.9,other,0.500404027410497,0.546040128588395,0.359444793583622
361.7,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
363.3,both,0.500404027410497,0.546040128588395,0.359444793583622
363.4,other,-0.500404027410497,0.546040128588395,0.359444793583622
363.7,both,0.500404027410497,0.546040128588395,0.359444793583622
364.5,both,-0.500404027410497,0.546040128588395,0.359444793583622
365.9,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
367,both,0.500404027410497,0.546040128588395,0.359444793583622
367.1,other,0.500404027410497,0.546040128588395,0.359444793583622
369.6,other,-0.500404027410497,0.546040128588395,0.359444793583622
373.7,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
373.8,other,0.500404027410497,0.546040128588395,0.359444793583622
374,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
376.4,gfap,0.500404027410497,0.546040128588395,0.359444793583622
376.5,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
377.6,both,0.500404027410497,0.546040128588395,0.359444793583622
377.6,gfap,0.500404027410497,0.546040128588395,0.359444793583622
377.8,other,0.500404027410497,0.546040128588395,0.359444793583622
378,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
378.1,other,0.500404027410497,0.546040128588395,0.359444793583622
378.4,both,0.500404027410497,0.546040128588395,0.359444793583622
378.4,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
378.6,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
378.6,other,0.500404027410497,0.546040128588395,0.359444793583622
379.4,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
379.7,both,-0.500404027410497,0.546040128588395,0.359444793583622
380.1,ki67,0.500404027410497,0.546040128588395,0.359444793583622
380.4,ki67,0.500404027410497,0.546040128588395,0.359444793583622
382.2,other,0.500404027410497,0.546040128588395,0.359444793583622
383.6,ki67,0.500404027410497,0.546040128588395,0.359444793583622
384.4,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
385.5,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
385.5,other,-0.500404027410497,0.546040128588395,0.359444793583622
386.8,both,0.500404027410497,0.546040128588395,0.359444793583622
386.8,ki67,0.500404027410497,0.546040128588395,0.359444793583622
386.8,other,-0.500404027410497,0.546040128588395,0.359444793583622
387.6,both,0.500404027410497,0.546040128588395,0.359444793583622
387.7,other,-0.500404027410497,0.546040128588395,0.359444793583622
390.3,ki67,0.500404027410497,0.546040128588395,0.359444793583622
391.5,both,0.500404027410497,0.546040128588395,0.359444793583622
391.5,other,-0.500404027410497,0.546040128588395,0.359444793583622
392.4,gfap,0.500404027410497,0.546040128588395,0.359444793583622
392.5,other,-0.500404027410497,0.546040128588395,0.359444793583622
394.4,both,0.500404027410497,0.546040128588395,0.359444793583622
394.9,both,0.500404027410497,0.546040128588395,0.359444793583622
395.1,other,-0.500404027410497,0.546040128588395,0.359444793583622
395.2,ki67,0.500404027410497,0.546040128588395,0.359444793583622
395.6,both,0.500404027410497,0.546040128588395,0.359444793583622
395.8,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
396.2,gfap,0.500404027410497,0.546040128588395,0.359444793583622
396.2,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
397.4,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
398.4,other,0.500404027410497,0.546040128588395,0.359444793583622
398.5,other,0.500404027410497,0.546040128588395,0.359444793583622
398.6,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
398.6,other,-0.500404027410497,0.546040128588395,0.359444793583622
400.8,both,0.500404027410497,0.546040128588395,0.359444793583622
401.2,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
405.4,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
405.8,other,0.500404027410497,0.546040128588395,0.359444793583622
406.5,other,-0.500404027410497,0.546040128588395,0.359444793583622
407.9,other,0.500404027410497,0.546040128588395,0.359444793583622
408.3,other,0.500404027410497,0.546040128588395,0.359444793583622
408.4,both,-0.500404027410497,0.546040128588395,0.359444793583622
409.6,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
410.3,other,-0.500404027410497,0.546040128588395,0.359444793583622
413.6,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
413.7,other,0.500404027410497,0.546040128588395,0.359444793583622
418,both,0.500404027410497,0.546040128588395,0.359444793583622
419.8,gfap,0.500404027410497,0.546040128588395,0.359444793583622
420.7,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
421.1,gfap,0.500404027410497,0.546040128588395,0.359444793583622
421.1,other,-0.500404027410497,0.546040128588395,0.359444793583622
424.2,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
424.4,other,0.500404027410497,0.546040128588395,0.359444793583622
424.6,other,0.500404027410497,0.546040128588395,0.359444793583622
424.7,other,0.500404027410497,0.546040128588395,0.359444793583622
426.4,ki67,0.500404027410497,0.546040128588395,0.359444793583622
426.5,gfap,0.500404027410497,0.546040128588395,0.359444793583622
427.1,other,-0.500404027410497,0.546040128588395,0.359444793583622
427.6,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
429.6,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
429.6,other,0.500404027410497,0.546040128588395,0.359444793583622
430.2,gfap,0.500404027410497,0.546040128588395,0.359444793583622
431.4,other,0.500404027410497,0.546040128588395,0.359444793583622
431.5,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
431.6,ki67,0.500404027410497,0.546040128588395,0.359444793583622
432.7,other,0.500404027410497,0.546040128588395,0.359444793583622
433.7,both,0.500404027410497,0.546040128588395,0.359444793583622
433.7,ki67,0.500404027410497,0.546040128588395,0.359444793583622
434,both,0.500404027410497,0.546040128588395,0.359444793583622
434,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
435.6,other,-0.500404027410497,0.546040128588395,0.359444793583622
435.7,both,0.500404027410497,0.546040128588395,0.359444793583622
437.6,both,-0.500404027410497,0.546040128588395,0.359444793583622
437.6,gfap,0.500404027410497,0.546040128588395,0.359444793583622
438.9,both,0.500404027410497,0.546040128588395,0.359444793583622
439.6,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
441.9,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
442.8,both,0.500404027410497,0.546040128588395,0.359444793583622
442.8,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
444.2,ki67,0.500404027410497,0.546040128588395,0.359444793583622
445.4,both,0.500404027410497,0.546040128588395,0.359444793583622
445.9,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
445.9,other,0.500404027410497,0.546040128588395,0.359444793583622
447.7,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
448.1,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
449.2,other,-0.500404027410497,0.546040128588395,0.359444793583622
450.2,other,-0.500404027410497,0.546040128588395,0.359444793583622
450.5,gfap,0.500404027410497,0.546040128588395,0.359444793583622
450.5,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
450.9,other,0.500404027410497,0.546040128588395,0.359444793583622
451.2,both,0.500404027410497,0.546040128588395,0.359444793583622
452.7,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
452.9,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
454.8,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
454.8,other,0.500404027410497,0.546040128588395,0.359444793583622
456.4,other,-0.500404027410497,0.546040128588395,0.359444793583622
458.8,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
459.8,other,0.500404027410497,0.546040128588395,0.359444793583622
462.1,both,-0.500404027410497,0.546040128588395,0.359444793583622
462.8,gfap,0.500404027410497,0.546040128588395,0.359444793583622
462.8,ki67,0.500404027410497,0.546040128588395,0.359444793583622
463.1,other,0.500404027410497,0.546040128588395,0.359444793583622
464.7,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
464.9,both,0.500404027410497,0.546040128588395,0.359444793583622
465.2,gfap,0.500404027410497,0.546040128588395,0.359444793583622
466.8,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
466.8,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
468.6,other,0.500404027410497,0.546040128588395,0.359444793583622
468.7,ki67,0.500404027410497,0.546040128588395,0.359444793583622
469.9,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
469.9,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
470,both,0.500404027410497,0.546040128588395,0.359444793583622
472.1,other,-0.500404027410497,0.546040128588395,0.359444793583622
472.4,both,-0.500404027410497,0.546040128588395,0.359444793583622
472.9,other,-0.500404027410497,0.546040128588395,0.359444793583622
475,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
479.4,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
480.2,gfap,0.500404027410497,0.546040128588395,0.359444793583622
480.5,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
480.5,ki67,0.500404027410497,0.546040128588395,0.359444793583622
483.5,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
483.5,other,-0.500404027410497,0.546040128588395,0.359444793583622
484.7,both,-0.500404027410497,0.546040128588395,0.359444793583622
486.1,both,0.500404027410497,0.546040128588395,0.359444793583622
486.8,both,0.500404027410497,0.546040128588395,0.359444793583622
487.2,both,0.500404027410497,0.546040128588395,0.359444793583622
487.9,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
487.9,other,0.500404027410497,0.546040128588395,0.359444793583622
489.3,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
490.3,gfap,0.500404027410497,0.546040128588395,0.359444793583622
490.3,ki67,0.500404027410497,0.546040128588395,0.359444793583622
490.8,gfap,0.500404027410497,0.546040128588395,0.359444793583622
490.8,ki67,0.500404027410497,0.546040128588395,0.359444793583622
492.2,gfap,0.500404027410497,0.546040128588395,0.359444793583622
493.9,other,0.500404027410497,0.546040128588395,0.359444793583622
495.7,other,0.500404027410497,0.546040128588395,0.359444793583622
497,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
498.8,both,0.500404027410497,0.546040128588395,0.359444793583622
498.8,gfap,0.500404027410497,0.546040128588395,0.359444793583622
499.5,both,-0.500404027410497,0.546040128588395,0.359444793583622
501.9,both,-0.500404027410497,0.546040128588395,0.359444793583622
501.9,ki67,0.500404027410497,0.546040128588395,0.359444793583622
502.4,gfap,0.500404027410497,0.546040128588395,0.359444793583622
502.4,other,-0.500404027410497,0.546040128588395,0.359444793583622
502.8,gfap,0.500404027410497,0.546040128588395,0.359444793583622
503,gfap,0.500404027410497,0.546040128588395,0.359444793583622
503,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
503,other,0.500404027410497,0.546040128588395,0.359444793583622
504.1,gfap,0.500404027410497,0.546040128588395,0.359444793583622
504.6,both,-0.500404027410497,0.546040128588395,0.359444793583622
506,both,0.500404027410497,0.546040128588395,0.359444793583622
506,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
508.3,both,0.500404027410497,0.546040128588395,0.359444793583622
509.8,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
513.9,ki67,0.500404027410497,0.546040128588395,0.359444793583622
514.5,gfap,0.500404027410497,0.546040128588395,0.359444793583622
515.6,gfap,0.500404027410497,0.546040128588395,0.359444793583622
516.4,both,-0.500404027410497,0.546040128588395,0.359444793583622
516.8,other,-0.500404027410497,0.546040128588395,0.359444793583622
517.8,gfap,0.500404027410497,0.546040128588395,0.359444793583622
518.2,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
519,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
519,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
521.1,both,0.500404027410497,0.546040128588395,0.359444793583622
522,ki67,0.500404027410497,0.546040128588395,0.359444793583622
522,other,0.500404027410497,0.546040128588395,0.359444793583622
525.7,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
526.3,gfap,0.500404027410497,0.546040128588395,0.359444793583622
526.7,both,0.500404027410497,0.546040128588395,0.359444793583622
526.7,gfap,0.500404027410497,0.546040128588395,0.359444793583622
526.7,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
528.5,both,-0.500404027410497,0.546040128588395,0.359444793583622
529.7,ki67,0.500404027410497,0.546040128588395,0.359444793583622
532.2,gfap,0.500404027410497,0.546040128588395,0.359444793583622
532.3,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
533,ki67,0.500404027410497,0.546040128588395,0.359444793583622
533.7,ki67,0.500404027410497,0.546040128588395,0.359444793583622
533.7,other,-0.500404027410497,0.546040128588395,0.359444793583622
534.6,ki67,0.500404027410497,0.546040128588395,0.359444793583622
534.7,both,0.500404027410497,0.546040128588395,0.359444793583622
536.3,ki67,0.500404027410497,0.546040128588395,0.359444793583622
536.4,both,-0.500404027410497,0.546040128588395,0.359444793583622
538.7,both,-0.500404027410497,0.546040128588395,0.359444793583622
540.1,both,-0.500404027410497,0.546040128588395,0.359444793583622
541.9,both,-0.500404027410497,0.546040128588395,0.359444793583622
542.1,gfap,0.500404027410497,0.546040128588395,0.359444793583622
542.3,other,0.500404027410497,0.546040128588395,0.359444793583622
542.4,ki67,0.500404027410497,0.546040128588395,0.359444793583622
542.4,other,-0.500404027410497,0.546040128588395,0.359444793583622
542.7,other,0.500404027410497,0.546040128588395,0.359444793583622
543.7,both,0.500404027410497,0.546040128588395,0.359444793583622
543.8,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
543.8,other,0.500404027410497,0.546040128588395,0.359444793583622
547,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
547.3,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
548.8,both,-0.500404027410497,0.546040128588395,0.359444793583622
549.4,other,0.500404027410497,0.546040128588395,0.359444793583622
550,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
550.6,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
550.6,other,0.500404027410497,0.546040128588395,0.359444793583622
551.9,gfap,0.500404027410497,0.546040128588395,0.359444793583622
554.4,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
558,ki67,0.500404027410497,0.546040128588395,0.359444793583622
558.3,gfap,0.500404027410497,0.546040128588395,0.359444793583622
558.7,gfap,0.500404027410497,0.546040128588395,0.359444793583622
560.1,both,-0.500404027410497,0.546040128588395,0.359444793583622
560.4,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
561.7,other,0.500404027410497,0.546040128588395,0.359444793583622
561.8,ki67,0.500404027410497,0.546040128588395,0.359444793583622
562.4,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
562.6,both,0.500404027410497,0.546040128588395,0.359444793583622
563.3,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
563.3,other,0.500404027410497,0.546040128588395,0.359444793583622
563.4,ki67,0.500404027410497,0.546040128588395,0.359444793583622
563.6,other,-0.500404027410497,0.546040128588395,0.359444793583622
563.8,both,-0.500404027410497,0.546040128588395,0.359444793583622
563.9,both,0.500404027410497,0.546040128588395,0.359444793583622
564,ki67,0.500404027410497,0.546040128588395,0.359444793583622
564.4,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
565.3,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
565.4,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
565.7,other,-0.500404027410497,0.546040128588395,0.359444793583622
565.8,gfap,-0.500404027410497,0.546040128588395,0.359444793583622
566.1,gfap,0.500404027410497,0.546040128588395,0.359444793583622
568.8,other,0.500404027410497,0.546040128588395,0.359444793583622
569.2,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
569.2,other,0.500404027410497,0.546040128588395,0.359444793583622
569.4,other,0.500404027410497,0.546040128588395,0.359444793583622
569.5,both,-0.500404027410497,0.546040128588395,0.359444793583622
569.7,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
570,other,-0.500404027410497,0.546040128588395,0.359444793583622
570.1,other,-0.500404027410497,0.546040128588395,0.359444793583622
571.5,ki67,0.500404027410497,0.546040128588395,0.359444793583622
573.9,gfap,0.500404027410497,0.546040128588395,0.359444793583622
575.2,gfap,0.500404027410497,0.546040128588395,0.359444793583622
575.2,other,0.500404027410497,0.546040128588395,0.359444793583622
575.3,both,-0.500404027410497,0.546040128588395,0.359444793583622
575.9,both,-0.500404027410497,0.546040128588395,0.359444793583622
575.9,ki67,0.500404027410497,0.546040128588395,0.359444793583622
576.7,ki67,-0.500404027410497,0.546040128588395,0.359444793583622
577.3,other,-0.500404027410497,0.546040128588395,0.359444793583622
577.5,other,0.500404027410497,0.546040128588395,0.359444793583622
577.8,other,-0.500404027410497,0.546040128588395,0.359444793583622
577.9,both,0.500404027410497,0.546040128588395,0.359444793583622
578.3,both,-0.500404027410497,0.546040128588395,0.359444793583622
579.2,ki67,0.500404027410497,0.546040128588395,0.359444793583622
